id,text,political,racial/ethnic,religious,gender/sexual,other,text_en
zho_6cd7d15c336793649d700a2af21573e1,想什么呢，西方宗教反对同性恋仅仅是因为同性恋不能下崽而已。宗教信仰这种东西说白了都是人定的。,0,0,1,1,0,"What do you think, Western religions are against homosexuality just because they can't afford to be gay?"
zho_4cb8fbdd5cc62922b172b6b6f7c5e499,似乎我湖南除了媒体以外其他全部符合�这个有点放之四海而皆准的感觉⁉,0,0,0,0,1,Does Hunan seem to fit all but the media in the sense that it's a little universal?
zho_4fc3a5927abd5dfeaafa350ce311e548,\\\\_(ツ)_/世界的对女人的恶意从来没有小过，但是还是会一直问你们还想要什么。,0,0,0,1,0,"The world's ill-will towards women has never been small, but will always ask what else you want."
zho_b468b28e075e103ed12df960dfd72b8b,这片恶心的是结尾给女主洗白了，因为小时候被老妈情人侵犯，跑路致残，渴望爱情，所以才诬陷男主，,0,0,0,1,0,"It's disgusting that the end was washed up by the lady's mistress, because when she was a child, she was disabled by her mother's lover, and she wanted to love."
zho_4e95694ae55548b48cdd0fa3cde3b18c,看到这个工作人员的衣服有彩虹就知道是美西势力恶意制造的宣传。如果工作人员衣服上没有彩虹还能有一点可信！,1,0,0,1,0,"When you see this staff member's clothes in rainbows, you know it's America's propaganda. There's a little bit more credibility if there's no rainbow on his clothes!"
zho_de5c3c93737b0fe74daf6be46fe1c486,所谓批判作用不大的失足妇女和所谓的婚恋中介都是逆向民族主义者，自愿投向BBC的也谈不上受害者，图片来自百度图片,1,0,0,1,0,"The so-called misbehaved women and the so-called marriage brokers are recalcitrant nationalists, and those who volunteered to the BBC have nothing to say about the victims."
zho_5eacae0b5194d832029d54f08729decb,奸淫那么多女子居然剁个屌就行了，那强奸一个女子是不是拔根雕毛就行了,0,0,0,1,0,"If you want to rape a woman, you'll just have to cut her dick."
zho_d5c238ba6bef1732b02ea1cae1e3b5fa,另外，看来有必要正一正你们女权的世界观。 结婚生子这件事在日本还是主流！是主流！,0,0,0,1,0,"Also, it seems necessary to keep your feminist view of the world. Marriage is still the mainstream in Japan and children are the mainstream!"
zho_4a3405ee74b6fa9a75c21e081368bf8a,来来来，你跟我说国际上怎么称呼台湾的？恶心你就是恶心你,1,0,0,0,0,"Come on, tell me what the international call Taiwan is. Disgusting is disgusting to you."
zho_0bde5a9fa83244c2c8f6765b93d8c3d6,明明是胳膊肘往外拐，吃里扒外。现在有个高端名词叫反对种族歧视,0,1,0,0,0,"It's an elbow, it's an elbow. It's a high-end term. It's anti-racist."
zho_504abc40784a8695dc0e3607ba8f79b9,马上十月一了，黑人和黑小子不要消费爱国主义，这里不是你的祖国，请回非洲,0,1,0,0,0,"It's October 1st, black and black. Don't consume patriotism. This is not your country. Go back to Africa."
zho_88d99a38b1bebb6aec2b27b6bb45ebf7,黄种人的返祖类型是这种猴娃，丹尼索瓦人基因，跟欧洲的尼安德特人是近亲,0,1,0,0,0,"The type of return is this monkey, the Danesova gene, and the Neanderthals in Europe."
zho_f0ba1d75c1cc7408c0a2562ff0b944c2,美国的警察是真正的暴力执法机关。中国的警察大都是为人民服务,1,0,0,0,0,The U.S. police are the real violent law enforcement agencies. Most Chinese police serve the people.
zho_777ffb24205904795fc22941cb740ffa,真的有女性厌女吗？女孩能客观公正评论男女矛盾，帮理不帮人，已经算很难得了,0,0,0,1,0,Are there really women? It's hard for a girl to be objective and impartial and to help or not.
zho_36d848640edd45dd9cad44f310b5b136,当你在歧视黑人的时候白大人在歧视你，洋垃圾，无论白黄黑，都该打击，和肤色无关,0,1,0,0,0,"When you discriminate against a black man, the White Lord discriminates against you."
zho_9728f1e8f57a5ebe267e118437bbddf5,希望可以看到黑人驾车被白人警察逼停，掏枪射杀白人警察的新闻,0,1,0,0,0,I'd like to see the news of a black man being pulled over by a white cop and shooting a white cop.
zho_e6898fe065e8cfee89a730c9dd2d73d1,黑人在俄罗斯抢俄罗斯男人女朋友也很常见，再看看同样热带生活、个个打光棍的南方人和东南亚人，确实强大,0,1,0,0,0,"It's also common for blacks to rob Russian men's girlfriends in Russia, and look at the same tropical life, a bare southerner and a South-East Asian."
zho_b8f080eb4b3de897c03157ffa9d98e69,听见吉林同事骂她男朋友“辽宁杆子”，这才知道原来三省内部也有歧视。不过相比我们内斗省这根本不值一提。,0,1,0,0,0,"The fact that Gilling's colleague called her boyfriend “Liaoning poles” made it clear that there was discrimination within the original three provinces, but that was nothing compared to what we did in Doo Province."
zho_7c945f4ee2e89b70f636250b97928f5b,鄙视骗婚的话没人反对。骗婚的也不只是同性恋。不要把这些东西连在一起就行。,0,0,0,1,0,There's no objection to scorning marriage. It's not just gay. Just don't tie these things together.
zho_db97fd8cb529fd5dbed91a991f5078f6,国立武汉大学不是东北的吧？这回没法黑了!一群大老爷们堵女生宿舍？恶心! 读书人的气节早就丢厕所了!,0,0,0,0,1,Wuhan National University isn't northeast. It's dark. A bunch of grown-ups are blocking girls' dorms.
zho_e0c76e13556a7efb1a80515502ac9586,黑龙江都没有地域歧视，毕竟过了松花江，都是南方人－＝≡ヘ(*?ω?)ノ,0,1,0,0,0,"There's no geographical discrimination in the Heilong River. After all, they're all southerners."
zho_f4a3246d3816c485e5c64d9d74ed7b80,地域黑，主要是前汪伪区前国统区的，他们和台湾亲着呢。,1,1,0,0,0,"Geographically black, mainly in the former pseudo-districts, they are close to Taiwan."
zho_5cf1475d0cbe9c231124196e14567ccb,直接招呼他一句黑鬼，一句思来服，你看他怎么样，在中国，听到尼哥而打人是要被抓起来的，,0,1,0,0,0,"He's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger, he's a nigger."
zho_ffc3abe859cf3196ae3af4c60a82fc12,穆加贝这个恶魔有什么理由说我们，看看他干的那些事,1,0,0,0,0,There's no reason for Mugabe to say anything about us. Look what he did.
zho_20fc6f3018bbcc6151c1337ef1a9df54,在知乎自己搜搜看不就知道了，白人做了这件事情一样会被骂白皮猪？那自己去评论区里找找看看，,0,1,0,0,0,"Why don't you find out if you know you're looking for a white pig, and if you do this, you'll call it a white pig?"
zho_7d70112b242b60ddcd8dacee5b3c81e5,地域互黑沒有無辜者，黑別人與被別人黑，天道循環，報應不爽。,0,1,0,0,0,"There are no innocents in the blackness of the earth, and the black and the black, and the heavenly cycle, and the reward is not good."
zho_1e9ce51678f8606b8cd0e5583c5e2535,马和驴子交配有骡子，就像是金三角贸易中的黑人奴隶，大多被阉割，半兽人是不可能推翻的。,0,1,0,0,0,"Horses and donkeys were mated with mules, like black slaves in the gold triangle trade, mostly castrated and Orcs could not be overthrown."
zho_4d4851b2008b8d477715bcf7d793402e,繁殖批只会一击脱离疯狂亏内他的木琴捏嘻嘻，低能真的是笑哭绝绝子,0,0,0,0,1,"The breeder's only gonna break out of his crazy gin, and the imbecile's gonna laugh and cry."
zho_44e3db1dd3bc5937fe0be9cbc4171ab1,图里的陶晶莹一样是两面派，赚大陆的钱回头会台湾吐槽大陆哪哪不好，恶心！,1,0,0,0,0,It's a double-faced thing to make money for the mainland. What's wrong with Taiwan? It's disgusting!
zho_1c56a3afcab1bbfb00082103ad169715,我反同，我健康，我快乐！老子喜欢再健身房里一边锻炼一边反同，那感觉老爽了，哈哈,0,0,0,1,0,"I'm like, I'm healthy, I'm happy, I'm like, I'm like, I'm like, I'm like, I'm in a gym, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like, I'm like,"
zho_7989ba477c269512b518b176e87a2c34,他就是个gay。之前在陕西我去医院，看到他了。他当时往hiv科室里面走了,0,0,0,1,0,He's a gay. I went to the hospital in Shaanxi. He saw him. He went to his room.
zho_d870793d81e5a5e18d97c3783f50dae7,南大人要真有本事就把东三省独立出来，我们说不定还得好好谢谢他们。,1,0,0,0,0,"If you're really capable, we'll have to thank them."
zho_e7ccf0f77db873d47d0aec50fed9347f,汉族男性基因主体是o3基因，占男性人口的百分之95以上，皇汉的主要理论，仇视的是穆斯林和外来黑人,0,1,1,0,0,"The Han male genetic subject is an o3 gene, representing more than 95% of the male population."
zho_8e935669a5c26970d20a941dd7dd3822,我就不一样了，我就是明目张胆地歧视黑人。[飙泪笑],0,1,0,0,0,I'm not the same. I'm the one who openly discriminates against black people.
zho_e2fbb4e7d3b57380081c32376dd4c6c1,对对对，台湾人对我们的恨意是远大于外国人的，外国人哪怕是歧视也只是讨厌的程度，台湾人是真的仇视,1,1,0,0,0,"Yes, yes, we are much more hated by the Taiwanese than foreigners, and even discrimination by foreigners is just hateful, and the Taiwanese are truly hateful."
zho_3ffcc3fc927e7eac6ac6e81cb56d3b52,你歧视吧，上海几千万人口，总有些人歧视另外一些人。,0,1,0,0,0,"If you discriminate, there are tens of millions of people in Shanghai, some of them discriminate against others."
zho_89d498ea9b11dbccb27092f6d63ef4c0,四川口碑很好好么，河南，安徽，四川劳务输出大省，就四川口碑是正面的,0,1,0,0,0,"How's Sichuan? Henan, Anhui, Sichuan Labour Exporting Province. It's positive."
zho_e0fb4803f3e58ac572d46baf7a563a09,请问男二婊在哪里？为了给男一洗白，逻辑都不要了？你未成年吧,0,0,0,0,1,"Where's the second wife? You're a minor, aren't you?"
zho_891384c278cb41d1343db488e48cb39c,真的一上知乎全都是骂的，从女权骂到了女性，然而在现实生活中根本见不着，是我层次太低？,0,0,0,1,0,"Do you really know that it's all a curse, from a feminist to a woman, and yet you can't see it in real life, that I'm too low-level?"
zho_4548c38679aec08e4265a0c48e633ee0,不烦，完全不烦。日本人印度人韩国人XXX人都不烦，咱没理由烦。,0,1,0,0,0,"Not at all. Japanese Indians, Koreans, not at all. We don't have any reason to."
zho_e2fce4b5b381d31c0c2c7fd8af9ba9bc,黑人处处被压迫得落后数百年了，也就只有从语言鸡毛蒜皮的事上计较了吧，这是真无力,0,1,0,0,0,"It's just that the black people have been under oppression for hundreds of years, and that's why they can't do it."
zho_f9c28a2bb2bae4a50c8c5a1955ee9ce8,女人可以光膀子吗，当然可以，女人不能光膀子是传统的刻板印象,0,0,0,1,0,"Can a woman have a light? Of course, a woman can't have a light is a traditional stereotype."
zho_47c06c2816bfc8d14b931e60db25c03c,香港以前这么多的黑帮电影不是流氓？拍的不都成英雄了？,0,0,0,0,1,Isn't all the gang movies in Hong Kong a hooligan? Aren't they all heroes?
zho_1ff6b23bb380cfaeecc0c47877907c56,这小伙的声音，不是一般的恶心。西北人吧，哈哈哈。,0,1,0,0,0,"This guy's voice is not just disgusting. Northwestern, huh?"
zho_7b9019390d4fe054767cd20391c7add4,黑人犯罪率普遍是最高的，我真搞不懂为什么会有人喜欢关了灯啥都看不见的人[捂脸]而且不怕感染艾滋吗,0,1,0,0,0,I don't know why anyone likes to turn off their lights and not see anything.
zho_154b8d0af88f2006d9f25eb1e01d57b3,坦率说，能来中国留学的非洲学生都非常聪明，我这个室友单亲家庭出生，心理是有一定问题的。,0,1,0,0,0,"To be frank, African students who can study in China are very smart, and my roommate, single-parent family, was born with a certain psychological problem."
zho_988a88e24ae13b3bcace1ac6c4662ff1,能出国的确实这样，知乎说的属于国内城乡结合部三本大学生,0,0,0,0,1,"It's true that you can leave the country, knowing that you belong to three students in the country's rural and urban sectors."
zho_67e15495ba65bf69c39bfacde1ac9838,第一印象，河南：穷，人多；东北三省：出生率全球倒数第一；新疆：治安可能不是很好,0,1,0,0,0,"First impression, Henan: poor, large population; three northeast provinces: number one in the world; Xinjiang: security may not be good"
zho_549513cd97d0212c2806c7da86d967ff,白皮猪真是世界上最低劣的种族。红种人 黑种人 现在轮到我们黄种人了,0,1,0,0,0,"White pig is the worst race in the world. Red, black, now it's our turn to be yellow."
zho_3d96d9338729c8d9948be223ab0193b1,请问您家乡哪里的？河南的吗？河南人偷井盖您舒服了？,0,1,0,0,0,Where are you from? Henan's? Are you comfortable stealing a well?
zho_8a8ecec8a13f211253c6c6e35257a0ab,所以嘛。别要觉得是美国白人歧视华人。这他妈完全是栽赃嫁祸。,0,1,0,0,0,"So, don't think it's the white Americans who discriminate against the Chinese. It's a fucking set-up."
zho_29b3429797875231113838182236bb62,就这么说吧，同样有摄像头为什么美国不黑日本而黑中国，因为中国威胁大，,1,1,0,0,0,"So let's just say there's also a camera, why the United States isn't black Japan, but black China, because China is a big threat."
zho_433284d759c0203a901ff450b2bf70fd,英国在撤离之前都会在自己放弃的殖民地上埋下地缘政治的定时炸弹，非常恶心，比如印巴分离，比如西藏,1,0,0,0,0,"Britain will bury geopolitical time bombs on its own abandoned colonies before it leaves. It's disgusting, like India and Pakistan, like Tibet."
zho_2d7be1355c99969d0c43e71a956e5769,不够严重，生育性别比都已经扭曲得这么可怕了，你乎某些人还想捂盖子呢。,0,0,0,1,0,"It's not serious enough, the sex ratio has been so twisted that some of you want to cover it up."
zho_8bcf06a3eaee46e2a0c99484c1af19fd,在中国的黑人可以大肆辱骂中国人，还上了新闻！哈哈哈,0,1,0,0,0,"Black people in China can insult Chinese, and they're on the news!"
zho_b294409512bbf063355c2ddc57f5f025,你说台湾人如何如何的时候和地域黑有什么区别？讲讲道理好不好，什么地方都有持两派意见者，一棍子打死没有帮助,1,1,0,0,0,What difference does it make when you say that people in Taiwan are black? Let's be reasonable. There's two sides everywhere. A stick won't help.
zho_6b981288d7cf86e3dfc25bf6482d4070,不算！！就算有部分爱party的也绝对是美国人印度人,1,1,0,0,0,"Not really! Even if there's a part of love, it's definitely an American Indian."
zho_dc6d9e1d0539dc78dbc21db67865ddc2,"如果政策上恢复黑人昆仑奴的一切待遇,我想这黑人会被人间蒸发",0,1,0,0,0,"If the policy is to restore all the treatment of the black Quintro, I think the black man will evaporate."
zho_e49dc2b44c233b6868675ac532cce118,家庭主妇最根本的问题是人生的价值需要通过别人的“成功”来实现。,0,0,0,1,0,The most fundamental problem for housewives is that the value of life needs to be achieved through the “success” of others.
zho_ea2def4f5cd3497010dbe821a84bfd31,除了那两个公办外，其他的学校好多都是中专凑数的[捂脸]北华航天工业学院在河北确实是一本,0,0,0,0,1,"Apart from those two public offices, many of the other schools are the only ones in Hebei."
zho_df5c7456786270a6e5c566fde6356fca,兄弟，我国没有种族之分，只有56个民族。没有种族，歧视黑人在我国不犯法，正大光明歧视，别被西方圣母婊逻辑套进去。,0,1,0,0,0,"Brother, there is no race in our country, there are only 56 ethnic groups. Without race, discrimination against blacks is not against the law in our country, it is against the law, it is against the truth, it is against the logic of the Holy Virgin of the West."
zho_5b781366787884f8974117663619a663,"小日本鬼子,就他排废水这件事，就足够让我恶心�",0,1,0,0,0,"Japs, it's enough to make me sick just because he's draining the waste water."
zho_86e54c3341af63822282328167efe4db,台湾连骗局都比我们落后了二十年啊,1,0,0,0,0,Taiwan's been behind us for 20 years.
zho_be7e427ff4ad1c1ab7fc756332097f6d,我一点都不喜欢日本，女朋友特别喜欢去那边旅游，我感觉去日本旅游就是犯罪。对不起祖先。,0,1,0,0,0,I don't like Japan at all. Girlfriends like to travel there. I feel like it's a crime to travel to Japan. I'm sorry.
zho_ce927ab08ddde62be28e7ae08b789acd,那么清浊送气三种（或四种）对立非常明显的印度人学日语呢？,0,1,0,0,0,What about the three (or four) contrasts that are so clear that Indians learn Japanese?
zho_34ff0d67aed178a3bdf0d41ce6cb62f4,台湾怎么也穿不到新疆来，他们也没出现什么异常，再说这里治安，毒品什么的不存在的。,1,0,0,0,0,"Taiwan could not wear Xinjiang, and they did not have any abnormalities, adding that there was no security here, no drugs or anything."
zho_1a0138ea98a58b0665dda0a99dd2694a,日本有少数民族，不过他们大和民族不承认少数民族的存在，经常压迫少数民族，直到前几年，2008年还是2011年，日本才正式承认了某个少数民族的存在。,0,1,0,0,0,"Japan has national minorities, although they do not recognize the existence of national minorities and often oppress them. It was not until previous years, 2008 or 2011, that Japan officially recognized the existence of a national minority."
zho_c6f0ef6c28c6d123b8a404e202b3f9f3,事前说一句调侃就可以啥话都说了？你对着黑人说我调侃一下叫人黑鬼你试试人打你不,0,1,0,0,0,You can say anything if you say a word before you say it? You say to the black man that I call a nigger and you try to beat you up.
zho_894b127ec4bc757c60d69c3c52a492cd,啥哦，非洲有蛮多地方物产丰富，很多果子，植物（菜），野生动物，鱼都能吃，不工作饿不死。,0,1,0,0,0,"Well, there are plenty of places in Africa that are rich in fruit, plants, wildlife, fish that can eat and starve without work."
zho_b524a9a40486f71685ed53ae661c6054,我死了，我能说他们是杀人凶手吗？不能。所以你们凭什么站在道德制高点指责打胎的女性？,0,0,0,1,0,I'm dead. Can I say they're murderers? No.
zho_f0d743f3f6faf995441e8390b9bc621c,啊，麦趣尔是新疆的，念大咧巴的是东北人啊，我们见这玩意儿都新鲜的很呐[捂脸],0,1,0,0,0,"Oh, Mabel's from Xinjiang. It's from the Northeast. We're all fresh here."
zho_35a79fbe4f7697f8be1199bfea22bf36,这不是开放，这特么是在提高四川省杀人率 老子不把他削了也给他剁掉一只脚,0,0,0,0,1,It's not opening up. It's raising the Sichuan homicide rate. I'll cut him off without cutting him off.
zho_d6e34e612661c5b0083b8bd0a51589be,我是在深圳的湖北人，但是，我真的好喜欢你们江西人，感觉遇到的每一个江西人都很好。,0,1,0,0,0,"I'm from Hubei in Shenzhen, but I really like you from Jiangxi."
zho_b854af8db1d1ed566221c4c24891202f,作为底层没本事的男人来说一句，最喜欢歧视男人的，并不是女人，而是男人自己。,0,0,0,1,1,"It is not the women, but the men themselves, who are the most likely to discriminate against men, to say the least."
zho_fc77572a9da31cef15724e45c9d9dfc9,男人被家暴，只会博得同情，女人被家暴，那评论就太多了,0,0,0,1,0,"If a man is raped by a family, he'll have sympathy. If a woman is raped by a family, that's too much comment."
zho_11506c50c7010ccbf00996e045d0c1e7,悲哀的是，这个辱骂中国人的***，不但没被驱逐出境，,0,1,0,0,0,"Sadly, this insult to the Chinese *** has not been deported."
zho_6195f1064825eb896ecfa2392f03d307,看到其他地方也这么粗俗，我就放心了。之前一直以自己是云南人而愧疚,0,1,0,0,0,I'm relieved to see other places so vulgar. I've always felt guilty about being a Yunnan.
zho_27733c6202f40395018f8668fea99df8,是恒河，印度人喜欢喝恒河水，在恒河洗澡，沐浴在神的J液之中,0,1,1,0,0,"It's the Ganges. The Indians like to drink the Ganges, bathe in the Ganges, bathe in God's water."
zho_669aa9b35d29e495539a63f274a7eeb7,政治正确这个词用的好，现在接受同性恋居然变成了主流，对同性恋稍微表示恶心居然就成为了反面派,0,0,0,1,0,"The word ""politically correct"" is well used, and now accepting homosexuality becomes the mainstream, and a little nausea for homosexuality becomes the opposite."
zho_208b0d99a60a6a0f6139381df6483fd6,可以查一查现在中国艾滋病多少了，郭女现在相对白女，干净这一优势基本没有了,0,1,0,0,0,We can find out how much AIDS is in China now. Kwok is now a relatively white girl. The advantage of cleanliness is largely lost.
zho_cb524f5dd3dcc956cdb5de8c7ba94f0c,宁夏新疆应该是安塔利亚，阿尔巴尼亚，科索沃，萨拉热窝才政治正确。。,1,1,0,0,0,"The Xinxia border should be Antalya, Albania, Kosovo, and Sarajevo is politically correct."
zho_cff4489650505ee7c258469c84da438b,说实话，我很讨厌黑人，要喷就喷反正我就是反感他们,0,1,0,0,0,"To be honest, I hate black people. I hate them anyway."
zho_6afdeda788ddeae7a51e35a4ff98506e,这话说的，好人就该被枪指着。骗人的不管被骗的有罪✌️,0,0,0,0,1,"In that case, good people should be pointed at by a gun. Liars, no matter how guilty they are."
zho_ccc7c812968e900154702e29006fdc9e,这个女人已经不是出轨这么简单的事了，还有别提这人来侮辱我这楼好吗,0,0,0,1,0,It's not as easy for this woman to cheat on me as it is for this man to insult my building.
zho_ff2da69c8ed76c25462359c755f7b598,不看ssss，讨厌女主以及演女主的那个明星（她称不上演员）,0,0,0,1,0,"Don't look at ssss, hate the actress and the star who's the actress."
zho_0d1599fb307a9394322d933d611dfe73,你还敢说你不是詹密，花大把时间给一个歧视黄种人的人开脱 你可真闲,0,1,0,0,0,How dare you say you're not Jamie and spend your time with someone who discriminates against the yellow.
zho_3efb10d2d4d382e5a7ae595864662f3e,不要因为自己是同性恋就看低自己，给自己内心收集力量，防止世界可能带来的伤害。,0,0,0,1,0,Don't look down on yourself because you are gay and give yourself the strength to prevent the harm that the world may cause.
zho_7d8367b215ed73b411b055fba88c798c,改土归流、农奴解放和屠杀印第安人、奴役黑人，你把他们看成一样的事情？少数民族政策跟种族歧视你把他们当成一样的行为？,1,1,0,0,0,Do you see them as the same thing as you see them in policies of ethnic minorities as you see them as acts of racial discrimination?
zho_cb77c4f07b7fadcd23a16098531d05ee,嫁娶我看都一样，都是一半基因。黑男黄女和黑女黄男生的孩子都一样黑,0,1,0,0,0,"Married to me is the same, half-genetic. Black-boy yellow-girl and black-girl yellow-boy kids are the same."
zho_274d606e1a95223faf7cd952b0fd7ed5,自己东北人都觉得叫东北人是地域黑 那有啥说的,0,1,0,0,0,The Northeast thinks it's dark. What do you mean?
zho_252f3e56c61973623bb6bdf7337986a8,看来地球这破地方已经满足不了黑人这种高贵物种的生存需要了。它们应该移居冥王星。,0,1,0,0,0,It seems that this place on Earth is no longer sufficient for the survival of such noble species as blacks. They should move to Pluto.
zho_df0c3fbafcda66dcdf4026b55854514c,草，我不是男同，我也觉得恶性，那我是不是和你一样也是男同,0,0,0,1,0,"Shit, I'm not gay, I'm mean, so am I."
zho_6b195745fcf49b78e2cd181fbac09fe8,中国男权一盘散沙，现实都是各舔各的，只会在网络上口嗨,0,0,0,1,0,China's men are the only ones who lick each other. They only talk on the Internet.
zho_6a2f8bdc71d63ccda56923a2cb1ffbf9,我真的佛了，一个大男人怎么能做到这么恶心，祝他早日凉凉（真的很心疼我大哥了）,0,0,0,1,0,I really am. How can a man be so disgusting and wish him an early cold?
zho_fc19010498d6f8bb59aef2ebc040599e,那个说自己女朋友穿肯定不好看的男的真恶心，买不起不能努力赚钱或者直说没钱吗！,0,0,0,1,0,It's disgusting to have a guy who says she's not gonna look good on her. She can't afford to work hard to make money or just say she doesn't have any money!
zho_00c653e0725106b966fd98b5ba5f7e4e,废话，因为我接触的人都比较有钱。当然风评好啦。骗个鬼的自己，有些东西自己找原因。,0,0,0,0,1,"Bullshit, 'cause I'm more rich with people. Of course, the wind is good. You fool yourself, some things find their own reason."
zho_e01b512543bda53eee2ef200988d3a07,据说境外挂IP大多是广东上海北京这几个地址，所以妖魔鬼怪多,0,0,0,0,1,"Most of the IPs are said to be in Shanghai, Shanghai, Guangdong, so there's a lot of demons."
zho_e22d7159ab45d2918dbcfad5966dfe7c,我身边的优秀女性说没被冒犯到，看来跳脚的人应该很不如意吧,0,0,0,1,0,The good woman around me said she wasn't offended. I guess the jumper didn't like it.
zho_18e1212af72a52ac1dec25e40225a986,其实只要记住两点就行。1.作案者是美国人。2.此人名字是一个典型的阿拉伯名字,0,1,0,0,0,Just remember two things. 1. The perpetrator is an American. 2. The name of this person is a typical Arabic name.
zho_042c9ad8bc60475b86dd18efd2368b4e,我懂点英文，也没太看懂啥意思，除了骂黑人和嘲讽政治正确以外还有什么其他深刻的含义吗？,1,1,0,0,0,"I know a little bit of English, and I don't know what it means. Does it mean anything other than scolding black people and mocking politics?"
zho_fd33c110d0f4e7a7dc70e3ee3af5e319,你歧视男的，打女拳？就你们女的能扭？,0,0,0,1,0,You're the one who treats men like that. You're the one who fights girls. You're the only one who can twist them?
zho_26c7694b4881005988cc1c8fc4c8284d,在小县城：1、大多数人不相信LGBT人群的存在，拿L和G来说，我在试图向我妈解释的时候。,0,0,0,1,0,"In Little County: One, most people do not believe in the LGBT population. For L and G, I tried to explain it to my mother."
zho_809262efe0666c2e049222ca20a1faa1,如果一个女的错了不懂认错，她就没以后了。对就是对，错就是错。,0,0,0,1,0,"If a woman is wrong, she won't be there. Right, right, wrong."
zho_704b5de2dde700a983fefed8903a5fae,这本小说真是看得我脑阔疼女主像个s.b一样我真是服了,0,0,0,1,0,I'm so impressed with this novel that I'm a pain in the head like a s.b.
zho_32987c7e034dc3893ccf88c1c0c0e335,兄弟能不能不要黑我河南人？你为何要说答主是河南人？作为一个河南人，这锅我背不起。,0,1,0,0,0,"Can't you stop blacking out the Henans? Why do you say the Lord is Henans? As a Henan, I can't afford it."
zho_3114521442e386f656140e0436cdc31e,刚刚朋友生气的跟我说路上一个白人大妈也说回你的国家去之类的，被歧视了很生气。我决定把这段话背下来备用并且给她看！,0,1,0,0,0,A white mother on my way back to your country and so on was very angry. I decided to back it up and show it to her!
zho_3cbdd8cdc163db21f5866bb9c2913678,妹子的标签是讨厌直男癌。。。自己却一语道出自己就是个直男癌,0,0,0,1,0,The girl's label is that she hates straight male cancer. She says she's straight male cancer.
zho_5402d72735fd3b35c71988858308cac1,想下美国立刻happy了。看下伟大祖国就郁闷了。但是感觉东边还是好很多，避开唯一的黑人区和越南区,0,1,0,0,0,"Thinking of America immediately hashppy. Look at the great motherland, it's depressing. But it's still much better on the east side, avoiding the only black area and Vietnam."
zho_1f57311c56f4e25b4628c1596722df44,发达国家不需要生孩子啊！这才是主要原因。外国那么多外国呢！印度人马上要比中国人多了哎！,0,1,0,0,0,There's no need for children in the developed world. That's the main reason. There are so many foreign countries. There are more Indians than there are Chinese.
zho_781f55e92b172a3d792e0e4a36069e1e,锤死他个biyang的，祸害南京30多万人。（不是针对日本，,0,1,0,0,0,"He's got more than 300,000 people in Nanjing (not against Japan)."
zho_7bfab40b549d7b55164436bac66ecbd8,作为河南人远嫁的我，天天面对周围许许多多的虚伪与冷嘲热讽，经常想念家乡人的纯朴，直率！,0,1,0,0,0,"As a long-distance husband of the Henans, I am faced with a lot of hypocrisy and cynicism around me, often thinking of the pureness of the natives."
zho_eb2b5723746ded7cdb438afb224c585b,编谁不会编，我前两天还看到一个新闻说女性出轨率已打80%。,0,0,0,1,0,I saw a news story the previous two days that 80% of women had cheated.
zho_b70fda86f1d52662466b483260dc54e5,其实应该说，几乎所有中国人的祖先都在河南居住过，这样就没人误会了,0,1,0,0,0,"In fact, almost all Chinese ancestors lived in Henan, so no one would get the wrong idea."
zho_eaaad3ea1e461707de1cace3eb864eb6,说的好，不应该杀光也不应该驱逐，可以试试送去种植园工作,0,0,0,0,1,You're right. You shouldn't kill or expel. You can try and get to work on the plantation.
zho_b82d0cc54ab8f634f6eda1ee49a1b1ff,这不很正常吗？中国人就喜欢老实听话的���,0,1,0,0,0,Isn't that normal? The Chinese like to be honest.
zho_470cf1f2c26992bc9c7654b322824e27,笑死了，河北大学也能在知乎大声说话了[惊喜],0,0,0,0,1,That's funny. Hebei University can talk out loud.
zho_e67b253d2d976257fc6e3cb8c096b28a,我在上海，这里是中国男女平等做的最好的城市，重男轻女依然处处存在，今天就有人告诉我生女儿轻松，不用卖房子,0,0,0,1,0,"I'm in Shanghai, and this is the best city in China where men and women are equal."
zho_f7dff36b923e85a352f9e8598284a103,别埋汰失足女，跟过黑人的那叫人么，跟动物有啥区别,0,1,0,1,0,What's the difference between a black girl and an animal?
zho_26e0c40352c31d3050a3e1e62477865e,�我不想黑河南，但是河南今年大新闻确实不少���������,0,1,0,0,0,"I don't want Black River, but Henan's got a lot of news this year."
