id,text,political,racial/ethnic,religious,gender/sexual,other,text_en
hin_1b62221e580a2b2a8d071c9815634456,भाजपा का वजूद ही कटृर हिंदुत्व के भरोसे है वरना सबका साथ सबका विकास के भरोसे वार्ड मे एक वोट भी नही मिलेगा शांतिदूतों के,1,0,1,0,0,"Love is the very existence of the whole universe, otherwise all together would not be a vote in the confidence of the peace angels."
hin_4d5c512d89c4faff4c1dbba7d9cb2739,"गुटखा, पान पराग खाने वालों से विनम्र निवेदन है कि इधर उधर न थूकें। जो #हिंदुत्व का विरोध करे उसके मुँह पर थूकें।😂😂 जनहित में जारी",1,0,1,0,0,"split, drink is gentle to those who eat, so that they don't spit around around. He who opposes #Brapism spits on his face."
hin_3c9ff7dc204679622a3093532978c130,"हिंदुत्व को जगाने का ठेका चंद हिन्दुओं ने नहीं लिया... सबको साथ आना होगा, और गर्व से कहना होगा हम भी हिंदू हैं... 🌹जय श्री राम🙏🌹🚩",1,0,1,0,0,A few Hindus did not have to come together... and be proud we're also Hindu... Mr. Rami.
hin_6de254e863318047b32447fc2d246c22,तुम सत्ता के दलाल हो इसलिए तुम सनातन धर्म की बात नहीं समझ पाओगे जबकि हिंदुत्व से ही किया था पर अब दलाल ही हो,1,0,1,0,0,"You will not understand the religion of power, so you will not understand the religion of eternity, while you have done the act of fraud, but now you are a breach."
hin_95daf5eecb19850968b9ae073554c6ba,चलो यह बात तो तुमको भी पता है कि विपक्ष को अब मोदी का खौफ और हिंदुत्व की शक्ति का डर लगने लगा है। #जय_श्रीराम 🙏🚩,1,0,1,0,0,Let's also know you're also afraid of Modi's terror of Modi and the power of nationalism.
hin_b8efb3d49648cf938eea746e4729d40d,"श्रीलंका में हिंदुत्व भूमिगत हो गया है, जनता अच्छे दिनों को ढूंढ ढूंढ के कूट रही है। अच्छे दिनों के घर महल जलाए जा रहे हैं",1,0,1,0,0,"Sri Lanka's culture has disappeared, the population is being beaten to search for good days, and the homes of good days are burned up"
hin_acf825874358073257a15dfa880a9c46,पहले TV पे आके गली दो फिर सोशल मिडिया पर से माफ़ी मांगो फिर खुदको शेर या शेरनी कहलाओ ऐसा ही हैं भाजपा का हिंदुत्व। #NupurSharmaControversy,1,0,1,1,0,First come on TV and then apologize to a social networking site and then call myself a lion or a lion. That's the kind of approach. #Nupury.
hin_6a42984d48acb8fe499ecf7298e6e6fc,देश का कोई माहौल खराब नहीं हुआ है बस हिन्दुओं ने हिंदुत्व पर जीना सीख लिया है और गलत को गलत कहना शुरू कर दिया है,1,0,1,0,0,"The situation in the country has not changed, but Hindus have learned to live on Hinduism and have started to misproportionate themselves"
hin_db28b36c00b94fd04545bf88ff395679,जो पहले हिंदू हिंदुत्व का इस्तेमाल गर्व से बोलते थे अब हिंदुओं की मौत पर खामोश और इस्लाम का प्रचार और विकास कर रहे हैं,1,0,1,0,0,Those who used to be proud of the use of Hindu Hindu Hinduism are now preaching silence and Islam at the death of Hindus
hin_7aadceba7cbcc99f0739626f2c04ddc1,"हिंदुत्व हुँकार सब शाषन व्यवस्था फेल हो जाती है,जंगलराज चलने लगता है तो जंगल राज का जवाब जंगल राज से ही दिया जाना चाहिए - योगी जी",1,0,1,0,0,"The Indian Empire began to fail, so the answer to the wild kingdom should be given from the kingdom - G."
hin_2c5bddd3716b7d3367fb27488e71879b,जो सत्ता मे है वो भी सिर्फ राजनीति करते है। हिंदुत्व का नाटक करने से कुछ नही होगा।संतो के संग से ही वास्तविक कल्याण होगा।,1,0,1,0,0,Those who are in power do just politics.
hin_eb1d45c1c10f8b0b59de9ddf2f52d565,देश का कोई माहौल खराब नहीं हुआ है बस हिन्दुओं ने हिंदुत्व पर जीना सीख लिया है और गलत को गलत कहना शुरू कर दिया है…..,1,0,1,0,0,Only Hindus have learned to live on Hinduism and have started saying wrong. . . . . . . . . . . .
hin_f95ac06649af0e9ed985cc0941952edd,"मैं ये नही कहता की बीजेपी हिंदुत्ववादी पार्टी है। लेकिन सच ये भी है की बीजेपी, हिंदुत्व के पक्ष में खड़ी होने वाली इकलौती पार्टी है ll",1,0,1,0,0,I don't say that's the BPC class party. But that's the truth.
hin_fa290de1ce94aa2c16d453721dcd2395,उद्धव और भाजपा ने हिंदुत्व से समझौता कर लिया है अब कभी भी उसके मुंह से हिन्दू वाले शब्द सुनाई दे तो मूर्ख न बनना।#UddhavThackeray,1,0,1,0,0,Do not be a fool if you don't want to hear the words of Hinduism from his mouth.#dha and kapapa have compromised with Hinduism.
hin_0a004afcf440064e1c150a2f5c8afd9f,"यदि आप हिन्दू हो के भी हिंदुत्व का विरोध कर रहे हैं,तो आपको ज्ञान की नहीं असली DNA ढूँढने की आवश्यकता है! जय श्री राम🚩🙏",0,0,1,0,1,"If you are opposed to Hinduism even if you are Hindu, you need to find not the real DNAA!"
hin_d17450ed3df9b3d4a9ad7da005255865,अगर हिंदुत्व के पोस्ट पर कोई नही आये तो जरूरी नही कि वो सेक्युलर हो🙄 वो मानसिक रूप से डरपोक भी हो सकता है🤔 जय श्रीराम🙏 #श्राद्ध_से_उद्धार_है,1,0,1,0,0,"If there doesn't come to the post of Hinduism, it doesn't necessarily have to be mentally nervous."
hin_adb8f733c040a6840c667d772391046b,"जिनके पुरखे कत्लो गारत की साजिश मे शामिल थे वो आज हमे हिंदू और हिंदुत्व की परिभाषा बता रहे है, लानत है इनके अस्तित्व और व्यक्तित्व पर 😡",1,0,1,0,0,"Today, those whose ancestors were involved in the plot of slewropht are telling us the definition of Hindu and Hinduism, the curse is on the existence and person."
hin_080db7c298766f64dd28d640efa4d709,वो सिर्फ़ हिंदुत्व को कमजोर करने के लिए जय भीम जय मीम के नारे को बुलंद करते है। झाँसे में ना आयें सावधान सतर्क व जागरूक रहे।,1,1,1,0,0,"He can only defeat defeat defeat the threat of Harumr. He hasn't come to his senses, but he's careful and cautious."
hin_0560b83be3e490ba11254e58492c36d2,"मेरी नजर में ""हिन्दू"" वही है जो ""हिंदुत्व"" की बात करे हिन्दुओ के साथ खड़ा रहे बाकी तो कहने को तो ""तैमूर"" की अम्मी भी ""हिन्दू"" हैं",1,0,1,1,0,"In my eyes it is he who speaks of ""Immunity"" other than the Hindu."
hin_cf38535f06e4107ff35b300fc95d8c16,"ना मै BJP का मेम्बर हूँ ,, ना BJP नेता फिर भी दिन रात BJP का प्रचार कर रहा हूँ। क्योंकि मुझे “हिंदुस्तान” और “हिंदुत्व” से प्यार है।",1,0,1,0,0,"I'm not the mamber of BJP, the BJP leader is still preaching BJP day and night."
hin_e486c3a8a0dd326de7d53ce3cbac10d1,"तुम मात्र BJP के खिलाफ होते तो हम सह लेते, पर तुम तो हिंदु, हिंदुत्व,भगवा और हिंदुस्तान के खिलाफ भी हो इसलिए हमें कट्टर बनना पड़ा!",1,0,1,0,0,"You would only have been against BPP for us, but you were also opposed to Indian, tribalism, nationalism, and nationalism, so we had to be fanatics!"
hin_fa7892ac3749ee313e7b8a3c0227e87f,धर्म के नाम पर वो भारत से कतर तक एकजुट है और हम पड़ोस में रहने वाले हिन्दू के साथ हिंदुत्व के नाते एकजुट नही है।,1,0,1,0,0,"She's united from India in the name of religion, and we're not united with Hinduism who lives in the neighborhood."
hin_185d559ce3fcb300354cec655dd825c1,संसार मे हिंदुओ का कोई दुश्मन है तो वो खुद हिन्दू ही है बाकी दुनिया मे ऐसी कोई ताकत नही जो हिन्दुओ का पैर भी हिला सके #हिंदुत्व,1,0,1,0,0,"In the world there is no enemy to humanity, so it is Hindu itself. There is no power in the world that can shake the feet of Hindus."
hin_c4bdf2d3ab643bfc6075a0e249247ad4,देश मे हर दंगा जुम्मे की नमाज के बाद ही होता है ये जुम्मे की नमाज बंद होनी चाहिये जय श्री राम 🚩🚩 🚩 जय सनातन धर्म 🚩🚩🚩 जय हिंदुत्व की 🚩🚩🚩🚩,0,0,1,0,0,Every riot prayer in the country should stop the prayer of Dumumumum.
hin_7a04a9140c86251f1316a2b850fd2cbf,अगर हिंदुत्व 🚩 के पोस्ट पर कोई नहीं आए तो जरूरी नहीं कि वो घमंडी ही हो वो मानसिक रूप से डरपोक भी हो सकता है 🙏जय जय श्रीराम🙏🏼🚩,1,0,1,0,0,"If there's no one who comes to the blog post, it doesn't have to be proud he can be mentally nervous."
hin_61a59208843ba05977df219f66c6742a,मैं प्रणाम करती हूं उन सभी सनातनी भाईयों-बहनों को जो दिन रात हिंदुत्व का भगवा सूरज लहराने की कोशिश में लगे हुए हैं !!जय जय श्री राम!!🚩,1,0,1,0,0,I bow to all the ancient brothers and sisters who are trying to fly the sun tonight!
hin_84ac41f6584a42ba51cb911104eedf24,अरे खुल के बोल रहे हैं हम 2022 में शिव जी देख रहे हैं ऐसे क्या व्यंग करते हो हम हिन्दू है हिंदुत्व की ही बात करते हैं,0,0,1,0,0,"Oh open, we're looking for Shiva in 2022. What do you think we talk about is Hinduism?"
hin_bf41e9913f7980c2729d2890969ce3cb,10 मार्च को अगर योगी जी नही आये तो 75%लोग फेसबुक ओर ट्विटर से अलविदा लेलेंगे। क्योकि हर्षा की तरह हत्या तय समझो अगर हिंदुत्व पर लिखा तो,1,0,1,0,0,"If the sum on March 10 doesn't come, the 75% people will take off Facebook because it's just a matter of killing, like Harsha, if it's written on gravity."
hin_ef1966c164df8ea968f367d0c8b03255,9 साल की बेटी को बेगम और 9 साल की बेटी को देवी मानने वाले! कभी भाई भाई नहीं हो सकते।यही फर्क है नदी और नाले में।जय हो हिंदुत्व🚩,1,0,1,1,0,A 9 - year - old daughter who believes the queen and 9 - year - old daughter! No brother can be. That's the difference in the river and in the river.
hin_09ef0085c12346cfe3cfe61af6433fda,9 साल की बेटी को बेगम और 9 साल की बेटी को देवी मानने वाले! कभी भाई भाई नहीं हो सकते।यही फर्क है नदी और नाले में।जय हो #हिंदुत्व🚩,1,0,1,1,0,A 9-year-old daughter who believes the queen and 9 years of age! No brother can be brother. That's the difference.
hin_896e0aad1e81c9b8f0f329d6b6498162,लाख बुराई हो बीजेपी ओर योगी में पर न वो देश द्रोही हो सकते है न हिंदुत्व विरोधी बस यह दो ही वजह ही काफी है बीजेपी को वोट देने के लिये !!,1,0,1,0,0,There's one reason why we should vote for a million evils or unions!
hin_5f8389bd002e7af9e62ea73cb77a626c,👍👍👍🙏 #सनातन_धर्म_ही_सर्वश्रेष्ठ_है #सनातन_धर्म 🙏जय श्री राधे कृष्ण 🚩🚩🚩,0,0,1,0,0,U.S. # U.S. ex_preoc_prehensive # # U.S. religion won't save Mr. Ra.
hin_b34551858a4b30e4ac95a59da47cb153,#BanConversion धर्मांतरण मुक्त भारत 🚩,0,0,0,0,0,#Bancversion Free India
hin_944134b4905273d46ec2cf2331d911ea,धर्मांतरण मुक्त भारत के लिए जरुरी है.. #banConversion,1,0,1,0,0,Religion is needed for free India. #banConision
hin_d653ab55c5c4854b8ec3a4b8bf69580e,धर्मांतरण विशेषज्ञ टेरेसा का चेला है यह,0,0,1,0,0,This is the disciple of the Protestant scholar Theras.
hin_acd1478b381f191dea13e1685f804225,धर्मांतरण का नाम का कर दे हु ला ले,0,0,1,0,0,Take the Name of Religion
hin_e2f7684cd05e8724beb4cb8e02c93bce,लालच देकर धर्मांतरण करवाने वाले पर कानूनी कार्यवाही करना चाहिए।,0,0,1,0,0,"With greed, let's take legal action against him who divides the religion."
hin_025354bf135e38ad4445948dc988102d,भारत के इतिहास में अबतक सबसे ज्यादा धर्मांतरण तो मोदीजी ने कीया है. 😂 😂 😂 😂,1,0,1,0,0,"So far in India's history, the most religious movement is Modizi."
hin_ef9a454e69c4202c2b1425be1dcabc40,ईसाईयों को क्यों भारतीय नागरिकता क्यों धर्मांतरण करवाते हैं भारत में आकर हिन्दुओं को,1,0,1,0,0,"In India, why do Christians adopt Indian citizenship and come to Hindu communities"
hin_86eb1733186b12805d006f011e77485b,100 साल का चुसलीम आक्रमण और जबरण धर्मांतरण... और त्याचार...never forget Never forgive,1,0,1,0,0,100-year-old Chalmus attack and move to religion... and take care of... ever to get lost
hin_4499ebcff4bc3f83d99e5c3c5495814b,"लालच देकर धर्मांतरण, यौन शोषण करने की खबरों को अधिक जानने के लिए FOLLOW करें",0,0,1,1,0,"To learn more about acts of greed, religion, sexual exploitation, FOLOWS"
hin_49b81c43883647029695cc55f280c909,"सेक्युलर हिंदुओं को बस महंगाई से डर लगता है.... ""धर्मांतरण"" ""तुष्टिकरण"" ""जातिवाद"" और ""आतंकवाद"" से नहीं",1,1,1,0,0,"Serinism is just afraid of expensive.... ""Fiftism"" not from ""nationism"" and ""thodism."""
hin_1484e6ea92c55cb2262520c2b9ab7f2d,सनातनियों जाग जाओ अब समय आ गया है एकजुट होने का धर्मांतरण को उखाड़ फेको #ChanniSidhuMeansConversion,1,0,1,0,0,Wake up the everlasting ones. Time has come to clear up the religion of being united
hin_5969b5d40f9a0a628d881e20635ecec3,धर्मांतरण पर रोक लगाने व घर वापिसी धर्मजागृति संस्कार भी दिए पूज्य श्री बापूजी ने।#AsharamjiBapuAshramActivities,1,0,1,0,0,"Even the God of religion prohibited the conversion and the house or religion cults, Mr. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
hin_c475bfdea2da760ddbae22e61bf8928d,सेकुलर हिन्दुओं को बस महगाई से डर लगता है..🤔 धर्मांतरण और आतंकवाद से नहीं 🚩🙏जय श्री राम🙏🚩,1,0,1,0,0,Ciculators are afraid of an engagement.
hin_3401740420e01f1e7520118f936a1046,Respected ji ji ji धर्मांतरण करने वाले दलितों का आरक्षण रद्द होना चाहिए ।,1,1,1,0,0,Respracted groups of mountain goats must be canceled.
hin_210f06dfeed668e6dc585fd0ac00bd30,#क्या_किया_आशारामजी_बापू_ने धर्मांतरण के खिलाफ कार्य करने के कारण ही बापूजी को षड्यंत्र के तहत फसाया गया है,1,0,1,0,0,# what caused you to act against your parents because of working against religion? . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
hin_2a0047f7659ae189a26ca6cc443fb70b,पूरा समाज एक परिवार है भविष्य पूर्वजों का शौर्य सामाजिक उन्नति आध्यात्मिक उन्नति धर्मांतरण से सुरक्षा विदेशी षड्यंत्र से सुरक्षा,0,0,0,0,0,The whole society is a family protected from foreign conspiracy by the future social growth of the ancestors
hin_00d2446e02479ae20656848dbe433c2f,मोहम्मद Zubair के जीजा है ये Alt न्यूज वाले तभी बहुत बुरा लग रहा है इनको धर्मांतरण जो करवा लिया है,1,1,1,0,0,Muhammad is the father of Zubair. It's very bad about the Alt new people who have turned religion into a religion.
hin_008145a553d5630811df463c0c956c7f,जिस दिन भारत की सब बेटियाँ भगवत #गीता पढ़ने लेंगी उस दिन से न धर्मांतरण होगा न लव जेहाद। #घर_घर #गीता 🙏🚩,1,0,1,1,0,"On the day when all the girls in India will read #Biuda, from that day on, there will be no religion or war. # Home_Home #Kress."
hin_647a4fecfd0a4f3de04a3e22b230f112,"धर्मांतरण मामले में सरकार गंभीर है- केशव गैर मान्यता प्राप्त स्कूल,मदरसे बंद होने चाहिए निकाय चुनाव में बड़े पैमाने पर कमल खिलेगा।",1,0,1,0,0,"In the Reformation the government is serious-sharvation non-resistanced School, Fathers should be low on a level election."
hin_b20303c0598715fc5e85a32d948f8712,क्योकि उन धर्मो में तुझ जैसे गद्दार धर्मद्रोही नही पाये जाते जिसकी मदद से कोई इसाई या सिख अपना धर्मांतरण नही करता।,0,1,1,0,0,"For there isn't a traitor like you in those religions, which doesn't turn his religion or his religion."
hin_42e65d6d0ffff3e24ee80d6bcbbf0cb5,धर्मांतरण करने के बाद भी आरक्षण लेकर गरीब हिन्दू SC ST का हक मारने वालों को सबसे पहले इससे हटाए जाने की जरूरत है।,1,1,1,0,0,"Even after migrating, the poor Hindu SCST needs to be first removed from it."
hin_dfca3adffe35f6417b53dc8f57374a8f,सारे देश के अंदर में परम पूज्य संत श्री आसाराम बापू जी के धर्मांतरण रोक के लिए कार्य चल रहे हैं और आगे भी चलते रहेंगे,0,0,0,0,0,The gods within the whole country are moving along and going on to prevent the religion of Mr. Eldrama G.
hin_6d9a53844df0739ff723a40ea9660400,#अखंड_भारत #हिन्दुराष्ट्र,1,0,1,0,0,#Ault_India #Pdu National
hin_5ba50929156a4698db8701d19f786860,हा मैं #AkhandBharat का समर्थन करता हू #अखंड_भारत होना चाहिए,1,0,1,0,0,Ha I must support #AkphandBhart #un-in-trade
hin_96c702edb5c5830ca63833ac303f4b44,4 साल भर्ती में लगेंगे केवल 4 साल की नौकरी के लिए.!! #अखंड_भारत,0,0,0,0,0,4 years will be recruited for only 4 years!
hin_d4a7934bb5f27b2b29aba9dc78c3a504,"मोहन भागवतांना येत्या 15 वर्षात नक्की #अखंड_भारत अस्तित्वात येईल असे म्हणायचे होते की, #श्रीखंड_भारत",1,0,0,0,0,Dishnarna Yathani 15 - year - old Natak-in-India
hin_dff2ab8b76ae4c31a3da3fd50aaccdf1,एक #कातिल_सवाल :- अगर #कांग्रेस नही होता तो क्या #पाकिस्तान होता ? #कलेजाफाड़_जवाब:- यदि कांग्रेस ना होता तो आज #अखंड_भारत होता ।,1,0,0,0,1,"A #Chart_wall: -- were the #Creators missing, would there have been #anity? #Crecition_ answer:"
hin_d9d87d8d256a0eb47734325d9b3a4cbb,युध्द तो उसी दिन तय हो गया था जब मोदी जी ने रशियन भाषा में लिखी हुई श्रीमद्भगवद्,1,0,1,0,0,It was the same day when Moedim G.
hin_41f3d9e56ab567511065d83be5594d79,#कश्मीरी_पंडित,0,0,0,0,0,#Charp_BAR_Kind
hin_bc7c7927726ff521e3867131111e14f5,कागज़ धुंढ घुसपैठिये,1,0,1,0,0,Paper Chitches
hin_9875b228baa7f056499d4547b009ab6d,"Pollution, delhi दंगे, घुसपैठिये, buy one get one फ्री, सुतिया बनाना,etc, etc।",1,1,0,0,0,"Pylution, dethi riot, riots, riots, riots, step-to-one free, Addatrac,tranc, etc."
hin_96e1a7f2030eaa2fc7f3d964bfcc9d9e,"कहाँ का मकान और किसका मकान सब घुसपैठिये है साले, इनके तो कागजों की भी जाँच होनी चाहिये",1,1,0,0,0,The paper should also be checked where the house and where the house is all in an evil state
hin_fce66e61c2b2b3dcbbc1b9ed8d3d88c7,दिल्ली में जितने भी घुसपैठिये हैं वो सभी ममता बैनर्जी द्वारा महाठग अरविन्द केजरीवाल को सौंपे गए हैं।,1,1,0,0,0,"All those who are in Delhi have been entrusted with the Mahalalald Ard Arwor Krenhar, by Al-Kathi."
hin_c52eef7218a901914bdaa58e0a333027,"रोहिंग्या घुसपैठिये शरणार्थी बने है, 20 साल बाद इनकी औलादे नारा लगाएगी कि ""देश किसी के बाप का थोड़ी है"" 🙏",1,1,0,0,0,"20 years later, their children will say, ""The country's father is a little"""
hin_3d0d3f1452806e770488c1491c2f7887,केजरीवाल कह रहा बिजली सब्सिडी उसे मिलेगी जो मांगेगा । तुम मांगोगे नही घुसपैठिये छोडेंगे नही यही वो चाहता है। सोच लो क्या करना है,1,1,0,0,0,KKurrenkey is saying the lightning is going to get what will be required. You don't ask for a discharge. That's what he wants. Think about what you're doing.
hin_40e1159bdd5104f69bdcb2a82e65ede0,घूसखोरी विरोधी कानून घटिया है इसलिए घुसपैठिये 1000₹ में आधार और 2000₹ में राशनकार्ड बनवाकर हर महीने मुफ्त में अनाज ले रहे हैं,1,1,0,0,0,"As a bribe anti-transgresser law is poor, those who are enclosing the base in 10009 and bringing supplies in 20001 a month with food free for them."
hin_7fa4efb968987fe1771f54cda722968b,क्युकी पाकिस्तानी घुसपैठिये भारत मे रह गए है जो खाते तो भारत का नमक ही है और नमक हरामी भी भारत से ही करते है,1,1,0,0,0,Pakistani Muslims in Pakistan are left in India who eat so much of India as well as salt from India.
hin_55627347f513593b5b266cd119a87664,"घुसपैठिए सब साले ,,",1,1,0,0,0,"Attributors, everybody,"
hin_a03d5da6e1be0c5ee15a83629a76c4c4,हिन्दुस्तान को घुसपैठिए को अच्छी परवरिश के लिए सरकार हर तरफ़ से टैक्स बढ़ाए घुसपैठिए भारत की आन बान शान है,1,1,0,0,0,India is under India's leadership on every side to raise an Infection government
hin_13f8cc844c013db97543cf2551c2cfb2,"फिर तो घुसपैठिए, जिहादी अपने आप सुधर जायेंगे।",0,1,1,0,0,"If you're in trouble, the fighter will improve himself."
hin_64d42eb415efd313ab82191c074da7cd,"पत्थर चाइना मार रही है या घुसपैठिए,,?? कुछ भी 🤔🤔",1,1,0,0,0,"If the stone's beating or scratching, anything?"
hin_72992b1d77b2b746a6837ab0b39b96fe,भैया जी घुसपैठिए बन रहे है समझाओ इनको😀🤣😀,1,1,0,0,0,Warn them of your brother's getting an insanity
hin_96db597ff1643531a497ba2f67dd88ae,अवैध घुसपैठिए की परवरिश के लिए करदाताओं पर कर की दर बढ़ाएं,1,1,0,0,0,Increase tax rate at taxpayers to raise an illegal infection
hin_7f2b150d7dacf93acec7c2ff69e5f42f,अवैध घुसपैठिए घर में घुसे हुए हैं उन्हें निकालने की जरूरत है,1,1,0,0,0,Invalid leaks are entered into the home need to extract them
hin_49b1d54743334d13c439905e4422b549,घर बिगाड़ने घुसपैठिए घुस चुके है आप इस ट्वीट्स से समाज सकते हो,1,1,0,0,0,Breaking home is already insanity you can be community from this disaster
hin_951d4bbcff5a3c4ce9f75d38c9cb014c,सारे पापों का इलाज यूपी में ही होगा... इस घुसपैठिए का!,1,1,0,0,0,All sins must be treated in up... of this intravenous!
hin_0678a3fd7cd1a0e48bb43110dc3467f6,“पेट्रोल” 105 का हो गया सबको चिंता है। “घुसपैठिए” करोड़ों हो गए किसी को चिंता नहीं !!!,1,0,0,0,0,It's about 105.
hin_b10a590e5e80021eba78909505c1bb43,भारत में घुसपैठिए और उनके धर्म का कोई स्थान नहीं हैं,1,1,1,0,0,In India there are no areas of religion
hin_dc7ebc5650cf29447207dee494de8ed2,कांग्रेस काही धन्धा है घुसपैठिए की सेवाकरना।आसाम हो या बंगाल दिल्ली हो या कश्मीर।,1,1,0,0,0,"Congress's orbit is an insanity service. Clasma, or Balahar Delhi, or Urmir."
hin_68c74534fb891c8f28e5d1ef35e08aed,“पेट्रोल” 110 का हो गया सबको चिंता है। “घुसपैठिए” 6 करोड़ हो गए किसी को चिंता नहीं !!!,1,1,0,0,0,So we're all worried about 110.
hin_871ff595f24a0f78731c7dbc064c8f47,“पेट्रोल” 110 का हो गया सबको चिंता है। “घुसपैठिए” 10 करोड़ हो गए किसी को चिंता नहीं !!! 😡😡,1,1,0,0,0,So we're all worried about 110.
hin_6f17049022dc54b3432b7d05df2ee88a,“पेट्रोल” 118 का हो गया सबको चिंता है। “घुसपैठिए” करोड़ों हो गए किसी को चिंता नहीं !!!,1,1,0,0,0,So we're all worried about any of the hundreds of millions!
hin_0c30e7b317c5fce41a9a6d8f20443ea7,ये घुसपैठिए हैं ये कांग्रेसियों के रिश्तेदार हैं बंग्लादेश से आए हैं कांग्रेस मुक्त भारत,1,1,0,0,0,"These guys are relatives of the Congresss, from Congress to India free."
hin_3e22fbec38e773b2cb78c863cf15384d,बेरोजगारी खत्म करने 2 दो उपाय - 1-NRC लगाकर करोड़ों घुसपैठिए को निकाला जाए! 2- जनसंख्या नियंत्रण कानून लागू हो!,1,1,0,0,0,"2nd steps to eliminate the Bezier! - By means of 1-NRC, you can remove millions of injuries! 2 - population control control!"
hin_c6f459470950b09b2d11334956a065c9,"खरीदा पैसों से जाता है अंजुम जी , कब्जा नहीं करना था जैसे रोहिंग्या और बांग्लादेशी घुसपैठिए करते हैं ।",0,1,0,0,0,"The money is bought with the money. Anjuta G, not to capture, was not to be taken, such as Ringingani and Bangladeshans."
hin_f2f68735fdf5e08e379d1aef539915f6,घुसपैठिए का क्या करें? ट्वीट पढ़ो डकार मारो और सो जाओ। 2024 तक मजे करो।,1,1,0,0,0,What about Astronomers? Read twirl and go to sleep.
hin_eabbf65f6a51c8f20733643db9559497,“पेट्रोल” 110 का हो गया सबको चिंता है। “घुसपैठिए” (स्लीपर सेलस )करोड़ों हो गए किसी को चिंता नहीं !!!,1,1,0,0,0,So we're all worried about 110 o'clock in the morning.
hin_5066bf5b7ad775ced2efecf901d2b070,पत्थर बाजों को सबक सिखाने के लिए और घुसपैठिए की धुलाई के लिए आतंकवादियों को जेल में डालने के लिए,1,1,0,0,0,To teach the stone balls lessons and to put terrorists in jail for theatres
hin_91fa6e58ebfa6daa1647a7e2be53c72b,"मैं चाहता हूं देश का अगला प्रधानमंत्री योगी आदित्यनाथ जी बने , जिससे सारे घुसपैठिए बाहर निकाले जाएं सहमत हो तो YES लिखकर अपना समर्थन करें",1,1,0,0,0,I want to get the next Prime Minister of the country G.
hin_b6fd628271d69945a765671cd887bac3,घुसपैठियों और उनके मददगारों की 100% संपत्ति जब्त करने और 10-20 साल की सजा देने के लिए कानून बना दें तो 80% घुसपैठिए भाग जाएंगे,1,1,0,0,0,There are about 80% uninstinctions in order to keep up with the 100% property and pay for 10-20 years.
hin_0be75342ae957eb16ad5a54faeaaeaac,रोहिंगिया है क्या सब?,1,1,1,0,0,Is Ringia all?
hin_5c7d200bc08fd51432a283f3dde3ac19,"मेरे सब्र का अब और इम्तिहान ना ले जालिम, हम जो उठ गये तो रोहिंगिया बने नजर आओगे। #TheKashmirFiles",1,1,0,0,0,"Now that I'm patient, I'm not tempted by a trap. We're going to have a cry of weeping if we get up. #"
hin_2fb62df67b7ce88ecd8c45ad62591e64,तुम इटली पुत्र कितना भी कोशिश करो NRC भी आयेगी और रोहिंगिया और बांग्लादेशी टेररिस्ट को भगाया जाएगा देश से पप्पू,1,1,1,0,0,How much you try in Italy will be done by NRC and Ringinga and Bangladeshi Tatarist will flee from the country.
hin_6c29b7f99e9a40f6b77a922b94aebe89,जो बोले #सर_तन_से_जुदा उसे अब करो #वतन_से_जुदा,1,0,1,0,1,Now get #r_incis_juncture what #Kind_june
hin_cbcbe45f944c3f8107f2638e04401f0d,हिंदू बोले तो जेल में और जिहादी रेलमपेल में.. #सर_तन_से_जुदा गैंग पर CM Telangana की चुप्पी क्यों? #HindusUnderAttack,1,1,1,0,0,Hindu saying so in prison and in the fighting railway. # Ter_Kin_Celangana silence on CMATanga party? #HinduntsUent
hin_656e0fe45631b0e4d872f3be8d53e578,"आप बोलिये ना ! #भूमाफिया और #सर_तन_से_जुदा गिरोह के सरगनाओं के पक्ष में आप नही बोलेंगे, तो कौन बोलेगा ?",1,1,1,0,0,"You can't speak for #Pepia and #r_Caler_Cransqa group, so who would you say?"
hin_30ea1024c8f3d736aa18b044de78746d,मुसलमानों के हितैषी,0,0,0,0,0,It's a good idea for the Muslims to talk about.
hin_0f9e0cb6ac46d2f3846875be86089522,"अगर भारत मुसलमानों के लिए नर्क है, तो मुसलमानों की संख्या क्यों बढ़ती है? भारतीय मुसलमानों को पाकिस्तान चले जाना चाहिए।",1,0,1,0,0,"If there's hell for India, why does the number of Muslims increase? Indian Muslims should go to Pakistan."
hin_f8b6ef537f4db10ffd06d17f07a09296,मुसलमानों पाक जाओ ।,1,0,1,0,0,Be clean.
hin_ff1acb66095af979c33dd266f2fbd10b,मुसलमानों ने मारा है,1,0,1,0,0,Muslims have killed
hin_6060ad83b3485be5f58b775a22136d84,हाँ मुसलमानों की जान,0,0,0,0,0,"Yes, the Death of the Muslims"
hin_a06a1a3bf5318b6052c876f9f996787a,मुसलमानों की कोई साजिश होगी,0,0,1,0,0,The Muslims will have some plot.
hin_e619a608cc6799ae27ad664e588277bc,मुसलमानों ने किया भात जिहाद,0,0,1,0,0,How did the early Christians respond to the preaching of the good news?
