id,text,polarization,text_en
rus_05533a7f0caf4b9c0c409af352207890,Смотрю сейчас сериал с Ру Пол  он же сценарист. Очень душевная история  советую к просмотру. #rupaul #Netflix #лгбт #dragqueen #сериал #рекомендую #карантин,0,"I'm watching the show with Rue Paul as he's a writer, and I'd like to see a very emotional story. #rupaul #Netflix #llbt #dragqueen #Serial #recommended #carantin"
rus_887109fd7ab2ae02bd8a00addb4898fb,в самолёте-вместо масок группа захвата аэропорта. Следом пилят остальные силы.Русско-еврейская диаспора нам поможет.Евреев всё время в 0мерике притесняют.Ну и само-собой не зря же мы Трампушку выбирали-он не даст выйти войскам из казарм.К тому же они всё равно в Афгане шмаль дуют,1,"The Russian-Jewish diaspora is gonna help us. The Jews are being harassed all the time in the 0merica. Well, there's no reason for us to pick a Trumpook-- he's not gonna let the troops out of the barracks. And they're still blowing the shmal in Afghanistan."
rus_058e4942ec6d678985f5dc5675082d29,что происходит в мировых? что за карантин у лгбтк? он какой-то отличный от гетеросексуальского?,0,What's going on in the world? What's the quarantine of a liar? What's going on in the world?
rus_2792d675f9debb7782eb0f1453f42a30,@USER Казахи умнее х-лов,0,@USER Kazahi is smarter than x-lits
rus_2b5fee7be382c50b6021cf208a13a6ec,"Да не распространяется ни на кого. Есть понятие ""мы"" и ""чужие"". Вот это мы будет включать других в зависимости от ситуации. Сейчас оно будет включать всех  кроме азиатов. Хотя азиты вообще не виноваты в вирусе. С таким же успехом заражённое мясо мог съесть и житель Сибири(((",0,"There's a concept of ""we"" and ""others."" That's what we're going to include, depending on the situation. Now it's going to include everyone except the Asians."
rus_0efe2d79fe7161de06319b7fb2672dd2,Нисколько не удивлён  что резать будут благоустройство. Полагаю необходимым сокращения начать с муниципальных праздников  псевдокультуры (которая в МО к культуре всё равно имеет слабое отношение) ну и всякой там профилактики экстремизма  но это и так небольшие траты.,0,"I think it's necessary to start with the municipal holidays of pseudoculture (which in the MoD has little to do with culture) and any kind of prevention of extremism, but it's already a small waste."
rus_c0e0b1959cda3449216e068feb78962b,"У нас возле Евроопт сегодня так.И пох вирус! А вообще я угораю с наших людей!Поодиночке по улице они ходят в масках.Но как только встречают знакомых–маски опускают.Сейчас видел:2 мужика и 3 женщины стоят плотным кружком.У всех маски на шее болтаются!Смысл?! ""Дебилы б&amp ядь!""",0,"We've got a virus in the vicinity of Euroopt today, and I'm gonna take it off our people alone, and they're wearing masks on the street. But as soon as they meet other people, the masks are down. Now I've seen two men and three women standing in a tight circle. Everybody's masks are hanging around their necks!"
rus_09f4fe7f934cc2a2bd299a2a517b6cdd,А чё тогда клянчит у РФ маски и аппараты ивл ? Ислам всё заеб?,0,What the fuck does the Russians have to do with their masks and their machines?
rus_e1a926a00c6230db89e52fc2361e1cb0,В России 83% русских  остальных народов по проценту. В Израиле 74% евреев  остальные арабы. При этом Россия с какого-то перепугу многонациональное государство  а Израиль национальное государство с черепомеркой генетическими тестами и апартеидом нацменьшинств.,0,"In Russia, 83 per cent of the rest of the Russians are in percentage terms, in Israel, 74 per cent of the Jews are the rest of the Arab population, while Russia is a multi-ethnic State with a skull of genetic tests and an apartheid of minorities."
rus_ccbef2dae04e829bf7ef84858c259344,"А жители мухосрансков  которые к нам ""понаехали"" на заработки и сейчас едут к себе в родные деревни  конечно стерильны и никакой заразы не несут Те  кто сами в регионах не соблюдают карантин  тоже ни в чём не виноваты 80% москвичей сидят дома  но вам лишь бы нас ненавидеть",0,"And the people of the muhosransk who've come to work for us and are on their way to their own villages are certainly sterile, and no disease is borne by those who in the regions aren't respecting quarantine, either. 80% of the Moscows are sitting at home, but you just hate us."
rus_197453c65f64ca8382c1cdd8a468b909,@USER Сами казахи не справляются  почему бы не попросить помощи у других стран,0,@USER The Kazakhs themselves can't handle why not ask for help from other countries
rus_ebf0d5247c852b5bb88c5f5e067c28a5,"Опаньки  какие люди пожаловали!
Он тебя не понимает не по той причине  что ""янки""  а потому что ты глаголешь на непонятном человеку языке",0,"He doesn't understand you because the Yankees, but because you're talking in a language you don't understand."
rus_6553b55dbfdea37a540a13c23edd8687,НЕ СТОИТ ЗАБЫВАТЬ  ЧТО КОРОНАВИРУС — ГЕНДЕРНО ПРОБЛЕМАТИЧЕН. Женщины в первую очередь подвержены риску заболеть  а что хуже того — карантин увеличит домашнее насилие  так как женщин и детей запирают в своих домах с их мужчинами,0,"Women are particularly at risk of becoming sick, and worse, quarantine will increase domestic violence as women and children are locked up in their homes with their men."
rus_4a69a0e0de3f1b1fac858451f9a1f6fe,А  там неправильный перевод. Пытался влезть без очереди  чтобы сделать тест на нуклеиновые кислоты (быстрый тест на COVID19)  когда его остановили  начал разбрасывать чужие бланки и орать «Chinese get out» (Это видео завирусилось в китайских интернетах),0,"And there's a wrong translation. Trying to get in and out of line to do a nucleic acid test when it was stopped by someone else's forms and yelling ""Chinese Get Out."""
rus_3bb38440e638a5d347ed0ee363a040f0,@USER Посадить их за экстремизм на карантин не пробовали? Этот спектакль кому-то нужен для оттенения событий?,0,@USER put them on quarantine for extremism?
rus_64cb2d0c6bcda4ec481d44886ea1bf30,@USER @USER Бля  наклейку содрали...  Казахи - мирный народ  лучше бы москалю харю начистили.,0,@USER @USER The fucking sticker was ripped off...
rus_609a4d3576e3f55d79d6160f6180cac7,"Женщины тогда: Кюхен  Кирхен  Киндер
Женщины сегодня: Кандидатская на Карантине из-за Коронавируса",0,Women then: Kyuhen Kirchen Kinder Women Today: Quarantine candidate due to Coronavirus
rus_3c0e62c17e2495f2e7c6ac70aa959b7d,@USER в Адыгее ислам тут нет коронавируса,0,@USER in Adigai Islam is not coronavirus
rus_0226089bd14c074305e200e969b87df6,@USER @USER Тю почему враждуют да  потому что киргизы говорят по киргизки а таджики по таджиски . Нет понимание ),0,@USER @USER Tu why they're fighting yes because the Kyrgyz speak Kyrgyz and Tajik Tajik Tajik.
rus_49b0db188f43e6cf420f2b081c6722ec,Под ноль. Или выйдем из карантина  как фемки.,0,Or we'll get out of quarantine like femmes.
rus_7623d3ae4ea330fa3070205bc4590698,аллах над нами земля под нами ножи в кармане вперед мусульмане нас никогда никто не сломает мы таджики мы носители корон ты львица ты по натуре победительнтца королева тигрица просто так получилось,1,"Allah above us, the land beneath us are knives in the pocket of the Muslims ahead. No one will ever break us. We Tajiks. We bear the crown. You lion. You are, by nature, the victor of the queen of the tiger."
rus_c6fa8fb0d4ab3fe72e349b4a0350cf05,Вот вы жалуетесь на короновирус на то что на улицу выходить опасно и все в этом духе А ПРЕДСТАВЬТЕ КАКОВО СЕЙЧАС МИЗОФОБАМ ЛОЛ ДАДАДАДАДА Я ВСПОМНИЛА ДО ДЕСЯТИ #карантин #короновирус #COVID__19 #Covid_19 #яой #ЛГБТ #ТНРС #LGBT #до_десяти #гей #геи,0,"Here you are complaining about the coronary that it's dangerous and dangerous to go out on the street, and in that spirit, imagine what time it's like to go to DADADADADA I've been doing ten #carantin #coronyrus #COVID_19 #Covid_19 #I'm #LGBT #LGBT #LGBT #to_ten #gay #"
rus_f5710c7d49735f5a4791a21a22c1c065,"пиздец как боюсь старости потому что все старые таджики некрасивые

я не хочу терять свою красоту я же такая ахуенная и я даже думать не хочу какой я буду в 35-40",1,I'm fucking scared of old age because all the old tags are ugly. I don't want to lose my beauty. I'm so fucked up and I don't even want to think what I'm gonna be like at 35-40.
rus_3a73464ef66baa09439db6f4976a979d,Это эти твари чинуши нам занесли заразу в страну и еще не хотят нищему народу страеы помогать  как помогают в западных и европейских странах! Бесстыжие! Оставили народ на выживание в пандемии! Богохульство! Бумеранг есть!,1,"They're the ones who have infected us in the country, and they don't want to help the poor people as they do in Western and European countries!"
rus_5f68efcb760ec9a9aa7955a2b44582e0,"@USER Хм. Совсем немного времени прошло с
""Понаехали тут  чурки  п..й обратно""",0,"It's just been a little while since, ""Let's go back."""
rus_7acfa6fabc3e9788f48c18268b810c21,Вашингтон и дори поставя Куба в центъра на световната политика по време на ракетната криза от 1961г. След това янките се отказват да свалят режима на Кастро  който става класическа комунистическа диктатура и така и до днес. Във видеото на Клашъра има интервю с българин  живеещ там и държащ,0,Washington and Dori put Cuba in a centimetre of political time on a 1961 Krysa missile launcher.
rus_335836288590bfa636609e6a754fc318,@USER Вертели вас казахи как вертит весь остальной мир.,0,@USER The leaders of your Kazakhs are like the rest of the world.
rus_f656c92e07b7d029be2285d020fa2b29,"Шла третья неделя карантина

Я вкрашилась в дочку своего крестного

Православненько

#лгбт #тнрс #пан",0,It was the third week of quarantine. I crawled into my goddaughter's daughter.
rus_fe8254b7fd807af8a0275ea0a328630f,@USER Ну ВВ мне не зашёл:( а вот «Основание Осман» просто пушка турки умеют в сериалы  конечно),0,"@USER Well, I don't get it."
rus_44382ad2421e911af337e17485e90ac0,Жить отдельно от родителей после 17 - это вообще заебумба. Шла неделя карантина  а я уже готова пожалеть папу и думать о том  что какие же многие женщины токсичные  гуглить какой-нибудь бла бла кар  чтобы поскорее унести свою жопу да хоть в заражённый Киев  лезть на стену. Help!,0,"It's been a week of quarantine, and I'm ready to feel sorry for my dad and think about how many women are toxic to Google some blah blah blah car to get their ass out of the infected Kiev and get on the wall."
rus_86f5d9eac2aea2ade0bb7caa48fdf452,за время самоизоляции твиттер настолько загрязнился что мизогиния вернулась в радфем,1,"During the self-isolation period, Twitter was so polluted that myohynia returned to the Radphem."
rus_7a703c45374923471ac7128e41bfef04,Блять тут сидят две женщины и два дитя которые харкают кашляют страшно пиздец и угадайте что блять????без масок Все четверо Блять ещё и одна женщина кашляет сука это что паника????,0,There's two fucking women and two kids who cough and guess what? What the fuck? all four fucking women and one woman coughing bitch is panic??
rus_ed7dca707911bd37cffbb4294ca0119c,"да что мол вот видите во время карантина все эти либеральные мвсли и лгбт меньшинства ушли выяснилось что их не существует!! была ещё фраза ""трангендеры? 52 пола? есть только женщина и мужчина которые болеют во время короны"" кайф",1,"You see, during the quarantine, all these liberal mwsleys and the minority's liars went away, it turns out they don't exist!! there was also the phrase ""transenders? 52 genders? There's only a woman and a man who get sick during the crown."""
rus_e4fe619c9f964ae2a6a708426fb6ba00,@USER друзья казахи  берегите себя,0,@USER Friends of Kazakhstan take care of yourself
rus_a53cdd2cdb170039f0b9647bfdae1d8b,"Ещё одна история  которая доказывает  что мужчины-мусор
😎😎😎",1,Another story that proves that a man's trash
rus_5a2a6e237cc64413c1854308733a9128,О  женщины  коварство Ваше имя!!! Сейчас наличие маски на лице  у особ женского пола  всего лишь указывает на то  что она богатая невеста  а не вот это вот все,0,"Oh woman, your name! Now the presence of a mask on the face of a woman is just a sign that she's a rich bride, not this one."
rus_8f3ae4fd55875cf3ed3bd6b629364451,Мужчина был на четыре дня помещен в стационар под Курском  где у него нашли ОРВИ. 17 февраля китаец выписался и был убит. Официальные лица в регионе говорят  что преступление не связано со вспышкой коронавируса и возможной ксенофобией по этому поводу. Невозможная ксенофобия,0,"On 17 February, a Chinese man was discharged and killed. Officials in the region say that the crime has nothing to do with the outbreak of the coronavirus and possible xenophobia."
rus_f2b14eda265e87d625edb894636f763e,@USER Все янки пускают петрушку в расход,0,@USER All Yanks let the parsley into the flow
rus_1c9e94973730adaf3e08bc66888eb1ba,Я когда ехала в Тайвань заметила: азиаты в масках все без исключения  европейцы - каждый двадцатый (в лучшем случае). И каков результат спустя буквально две недели! Маска это про ответственность  а уже потом про защиту. К сожалению  не многие понимают,0,"When I was on my way to Taiwan, I noticed that all the masked Asians are all Europeans, every 20th, at best, and what the result is, just two weeks later, the mask is about responsibility and then protection. Unfortunately, not many people understand."
rus_ff84eaea81740e5cd2d96948df19712e,РПЦ ввела жесткие санитарные нормы для профилактики коронавируса Русская православная церковь (РПЦ) ввела беспрецедентные для нее меры профилактики коронавирусной инфекции. Утвержденная патриархом Кириллом инструкция опубликована на сайте московского патриархата.,0,"The RPC has introduced strict sanitary standards to prevent coronavirus, the Russian Orthodox Church (RPC) has introduced measures unprecedented to prevent coronavirus infection, and instructions approved by Patriarch Cyril have been published on the website of the Moscow Patriarchate."
rus_23b8feddb6df94f47f0976be006b410b,если что это распространяется только на коммерческую музыку а гараж бэнды должны и будут существовать с условием что в них не будут учавствовать мужчины,0,if it only applies to commercial music and the band garage has to and will exist with the condition that men do not participate in them.
rus_cdabda2723154d248ff0b9a4797637c5,@USER @USER Вы сначало до конца карантина доживите эмигранты),0,@USER @USER You're gonna make it to the end of the quarantine.
rus_0ba1a1c18e5af5937f5f5af1d0cfde58,@USER @USER При чём тут турки?,0,@USER @USER What do the Turks have to do with this?
rus_7648e5beb90b7b1b71d3ce116d5515e6,Ортодоксальные евреи Нью-Йорка живут в привычном режиме  без карантина. А уж у них-то инсайды понадежней  чем из московских гостиных.,0,"New York's orthodox Jews live in normal conditions without quarantine, and they've got better insides than Moscow's living rooms."
rus_b04edb01885594551bdd121e197b3f41,"@USER так.Еще раз.""не все казахи знают что казахазстан не росия""
............

чего блять?",0,"@USER is so. Once again. ""Not all Kazakhs know Kazakhstan is not dew... what the fuck?"
rus_855bf5a9ea6ed7e21166803202a4af11,Хадис относительно профилактики распространения опасной болезни в исламе #СерияРелигиозныеПредписанияПоАктуальнымВопросам #ЦентрНазарбаева,0,Hadis on the prevention of the spread of a dangerous disease in Islam #Seria Religious Instructions PoActual Questions #Nazarbayev Center
rus_041a1c6c046d8aa5dfb5dc3362314609,"Знаешь  что он сказал Шахно? ""Ты молодая  не умрешь!"" Я говорю: а если да  вы сможете смотреть в глаза ее отцу? Он прикинулся что не понял Вообще мужчины в компании не относятся серьезно: ходят без масок  здороваются за руки. ""А чо? - сказал юрист. - Я ж на машине  а не в метро",0,"You know what he said to Shahno? ""You're not gonna die young!"" I said, ""What if you can look her dad in the eye?"" He pretended he didn't realize the men in the company weren't taking it seriously: they go without masks. ""What do you say?"" The lawyer said. ""I'm on the car and not on the subway."""
rus_d20bf9f0603209ba0d7eef8323b1063b,"@USER Это секта Малышевой и Мясникова ""Грипп страшнее  маски не помогают"".",0,"@USER It's Little and Butcher's cult, ""Gripp is scarier than masks don't help."""
rus_5c196ad1e4f137cf9a6c3fdb49cba8ef,@USER @USER @USER Меняй ник скорей турки кебабом по губам поводили,0,@USER @USER @USER Change a Turkish kebab to the lips
rus_ef4030c77aaa81473d782f8bf087ca6e,Шел N й день карантина. Все считают дни  а я сбился на втором. #лгбт #тнрс #lgbt #LGBTQ,0,Everyone's counting days and I'm down to the second. #lbt #lgbt #LGBTQ
rus_071ee64e609a47cfd9325cc6ba6bdfa8,вышла забрать у папы продукты в подъезде на первом этаже прошла мимо женщины с сухим кашлем на ней не было маски я конечно все сто раз помыла но БЛЯТЬ может у тебя голова работать ты можешь блять не выходить из дома нахуй приковать себя к батарее если у тебя симптомы?!,0,I went to pick up my dad's groceries in the first floor drive past a woman with a dry cough without a mask on her. I've washed it a hundred times. But maybe your head works. You can stay the fuck out of the house and chain yourself to a battery if you have symptoms?!
rus_1415da1d979ace42e9becbaa46a65191,Ну скоро и казахи запануют и начнут ездить в Киевскую оперу на гиперлупе  что бы выпить смачного кумысу…,0,"Well, soon the Kazakhs are gonna go to the Kiev opera on the hyperlupe to drink the masonry..."
rus_7499c930f8632ba53800f3f62d2530be,@USER @USER Да вы наберите #lviv #Lvov там чуть не онлайн турки уже по тв вещали.,0,@USER @USER Yes you'll dial #lviv #Lvov there almost online Turks already on TV.
rus_fa3402e622cdb3d802ff8dad2098b14f,В Покровской больнице СПб обнаружили 6 случаев заражения коронавирусной инфекцией. Только на днях сотр-ки больницы жаловались на отсутствие средств защиты  но их им не предоставили. Бей своих  чтобы чужие боялись - путинские карательные власти придерживаются этого принципа,1,"At Pokrov Hospital, the SPb found six cases of coronavirus infection; only the other day, the hospital complained of a lack of protection, but they were not provided with it."
rus_3e95d0e2ccf4360738e7dca8f46e2c0c,Мужчины почти в два раза чаще женщин болеют коронавирусной инфекцией  заявили в российском Минздраве. #хуемразь #привилегии,0,Men almost twice as often as women suffer from coronavirus infection in the Russian Ministry of Health. #Chuckles #privileges
rus_ab63690b0b5eba90c464fb8e49fc705e,В Ростове верующие массово нарушали самоизоляцию в Вербное воскресенье,0,"In Rostov, the believers massively violated self-insulation on Recruited Sunday."
rus_682e193f0b58193e528fccfbd338608d,Я не могу тебя понять  ты вроде любишь  но тебе лишь бы достать♡ #лгбт #тнрс #отношения #карантин,0,"I can't understand you. You kind of love you, but all you have to do is get your hands on the #lgbt #tnrs #relationship #carrantine."
rus_122a5c54eb94814e1371d211563a9834,@USER Увы  но ты не прав. Никуда эти верующие не денутся  будут ходить как и прежде (ну те  кто пандемию переживет).,0,"@USER Alas, but you're wrong."
rus_8572c760b209f9d13d60d762b5ba116c,@USER @USER Турки сбили самолет и ничего ,0,@USER @USER Turkie hit the plane and nothing.
rus_c8f4fd4fa3ab9593e1b4166d964196d2,В Италии  Испании  Германии и др. странах Европы  а также США - заражённые и умершие от к-вируса - это в основном мигранты  безработные  бомжи и те  кто живут или жили на пособие???,0,"In Italy, Spain, Germany and other European countries, as well as the United States -- infected and dead from the c-virus -- are mostly migrants unemployed homeless and those who live or live on welfare??"
rus_8487d9af1b014674df12d9c3d4aa6939,"пять вещей которые меня щас радуют потому что очень терапечтивно 

1. джейвики 
2. кофе в унике каждый день (я обанкрочусь) 
3. погода очень солнечная и теплая!! хорошечно
4. эдиты 
5. дэдди янки",0,The five things that make me happy right now are because I'm very thermal 1. Javiks 2. Coffee in a toilet every day (I'm gonna bankrupt) 3. The weather is very sunny and warm!!! good 4. Edie 5. Daddy Yankees.
rus_52f681d4db2a9d8bac0465a34894955e,Какая-то бариста обосралась - весь таитор ликует. И вот каждый день так - люди радуются и смакуют чужие усёры. Чтоб вы до конца дней в карантине сидели.,0,"Some barista pissed herself off, and every day, people are happy and masturbating other people's mustaches, so you can stay in quarantine for the rest of your life."
rus_b8e52f00b8c70782887b6e6978ec8b04,Со слов Гундяева бог это нечто такое которое обиделось на человечество. Замутило вирус с тысячями смертей. Выходит многие верят в некого бога который всемогущ но в тоже время и обидчив. Или Гундяев опять чего то не то сморозил. Христиане извините я чет запутался.,0,"In the words of Gundjaev, it's something that's offended mankind. It's a virus with thousands of deaths. There's a lot of people who believe in a god that's all-powerful, but at the same time hurting, or the Gundyas have frozen something again."
rus_6a429ee2322460051a9afad2ac27c719,«Не надо считать африканцев морскими свинками». Футболисты обвинили ученых в расизме за предложение протестировать вакцину от коронавируса в Африке,0,"""Don't treat Africans like guinea pigs."" Footballists accused scientists of racism for offering to test a vaccine against the coronavirus in Africa."
rus_5d0c9df6fec6c9de12063ca1555a5c43,Хочет показать миру  что женщины тленны и взаимозаменяемы  а он  блин  уникальный  наверное. Но зачем он собирает огромные залы в период пандемии?!,0,"He wants to show the world that women are corrupt and interchangeable and he's fucking unique, but why is he collecting huge halls during the pandemic?!"
rus_7805a422e5c57d45c319a7f26e5cb379,"В странах где правят женщины все проблемы с вирусом решаются быстрее и лучше  делаю выводы.
#COVIDー19",0,"In countries where women rule, all problems with the virus are dealt with faster and better. #COVID\19"
rus_57396f3df3167df3be5a8a26f6f1260f,Полиция: вы зачем бросили яйца в соседа ? Я: ну ка же? традиция. Полицейский: какая? Я: скоро ведь Пасха. Вот и тренируюсь разбивать яйца соблюдая карантин,0,Police: Why did you throw eggs at a neighbor?
rus_48a62ef6d0318900e53b86f49fa02d1c,"Чёртов карантин  я уже устал есть 

#лгбт #тнрс #карантин",0,Damn quarantine I'm tired of eating #lgbt #tenrs #carantin
rus_baeae81752f21936fe0642a98f844275,В Мелитополе у мужчины  который вернулся из Перу  подтвердился коронавирус,0,"In Melitopole, the man who came back from Peru confirmed the coronavirus."
rus_cc488b6dd477a560727ad2ea2e365289,Азиаты в масках  прелесть какая,0,The masked Asians are adorable.
rus_ffea3c494d97e15eaf05a626359a9543,Антисептиков нигде нет  маски в дефиците. Такое ощущение  что я на курорте со шведским столом  и всю еду разгребли женщины  которые уверены  что без трех завтраков  первого  второго  и десерта одновременно умрут от голода.,1,"The antiseptics are nowhere short of a mask, and I feel like I'm at a spa with a Swedish table and all the food has been ripped apart by women who are convinced that without three breakfasts, the first two and dessert will starve to death at the same time."
rus_9343ded122a7c8b5f74cbd9c82283f84,"Горбачев: ""Такое ощущение  что это какая-то огромная секта неверующих в ""летающий вирус""",0,"Gorbachev: ""It feels like it's some huge cult of unbelievers in a flying virus."""
rus_3bdaaf2e540794584684ea36046bba0b,@USER @USER это обясняет вспышки короны в лавре и других сектантских локациях?,0,"@USER @USER, does this explain the flashes of the crown in laurels and other sectarian locations?"
rus_e362819b460f3c4aa4a6291627636f2c,Вспышка заболевания была вызвана мигрантами  и сейчас мигранты распространяют вирус на территории ЕС.,1,The outbreak was caused by migrants and migrants are now spreading the virus throughout the EU.
rus_3200a68122f77653dbea095ca997738d,@USER Я в очередной раз убеждаюсь  что мужики переживаю самоизоляцию труднее  чем женщины,0,@USER I once again make sure that men experience self-insulation harder than women.
rus_1545246b8f8f743ac6f97d8f36df5df2,@USER тебя уже не спасти  феминизм полностью захватил твой организм  началось заражение,1,"@USER you can't be saved by feminism has completely taken over your body, and the infection has begun."
rus_96619f155b50f82a9c7f5534fe591497,Думаю  что из-за вируса вымрут мужчины  потому что считаю  что они не могут жить без ЗАЙДУ В ЭТУ КОМНАТУ И ПОТРОГАЮ РУКИ ДРУГИХ МУЖЧИН КРЕПКО  ЧТОБЫ ОНИ ПОНЯЛИ ЧТО Я ДОМИНАНТНЫЙ СОМЕЦ,0,I think the virus's gonna kill men because I think they can't live without getting into this room and using the hands of other men to find out that I'm a houseman.
rus_f70e2afe84b3b3e30b7286e4b3899552,@USER Для всех они казахи  для кыргызов казактар,0,"@USER For everyone, they're kasahs for the Kyrgyz barracks."
rus_0d8ed207471c95daf3d4c733db84b8c1,В смысле все одинаково красивы? В смысле ВСЕ женщины красивы  а мужчины НЕ ВСЕ? Кажется  что из-за карантина у некоторых людей поехала кукуха.,0,"I mean, all women are beautiful and men aren't all?"
rus_820bc6f66497a3eca4414f9db934bcba,@USER Никто никуда и никого вводить не будет. Казахи шутить не будут. Проблемы на свою голову никакому ОДКБ не нужны.,0,@USER No one's gonna bring anyone in. Kazahi won't be joking. No CSTO needs any trouble on its head.
rus_a6b132cd98466d54fefb0348cf92ec97,Сейчас бы путать свободу с ответственностью. Свобода это когда у тебя может быть любая религия  раса  цвет кожи  ориентация и тебя за это не чего не будет. Свобода защищается государством. Ответственность это когда во время пандемии ты сука сидишь дома ради других.,0,"Freedom is when you can have any race religion of skin colour and you have nothing to do with it, freedom is protected by the state, responsibility is when you're a bitch sitting at home for the sake of others during a pandemic."
rus_d8de58aa2aff426ce0cb9034077b5482,"Центральный банк Турции повысил прогноз инфляции на 2022 год с 23 2% до 42 8%.

Опять турки начнут скупать биткоины.",0,"The Central Bank of Turkey has increased the inflation forecast for 2022 from 23.2% to 42.8%, and the Turks will start buying bitcoins again."
rus_60cad2d77f8c0aafda8705188872b822,Увидела тут в Инстаграмм как человек продаёт тканевые маски пошитые за 150руб и вкудахты женщины: « ВОТ ВЫ ГАДЫ НАЖИВАЕТЕСЬ НА ЛЮДЯХ КАК МОЖНО ДЕЛАТЬ ТАК ДОРОГО И НЕДОСТУПНО ДЛЯ ЛЮДЕЙ ПИДОРАСЫ!!!» Серьезно блядь??? Молчу про себестоимость материалов. Но как-бы хотеть приобретать,0,"I saw in Instagrams a man selling fabric masks made for 150 rubbish, and I saw a woman say: ""ARE YOU HADS HAPPENED ON PEOPLE HOW YOU CAN DO THAT DARK AND NOT EVER REALLY FOR PEOPLE!!!!"" Seriously????"
rus_38f82933186c75925fb3f498b81da9f3,@USER Ну я так понимаю  это не казахи  а проживающая на территории Казахстана вата.,0,"@USER Well, I take it this isn't a Kazakh, but a resident of the territory of Kazakhstan."
rus_f41caa4d54dcb394f25afc9f79a1e5f1,@USER таджикистан нас никто никогда не сломает мы таджики мы носители корон смелые мы духом,0,@USER Tajikstan no one's ever gonna break us we Tajiks we bear the crown brave we are spirit
rus_41623d427a06692a59a5994173c1732e,король вирусов Московию не пугает. собираются московитяне вечно жить. территории чужие их привлекают. под шумок их можно захватить. король вирусов поможет под прикрытием ракет чужую нефть добывать  без труда теперь Московия может лишь ОРДЛовцев к себе допускать.,1,The king of the Moskovi virus doesn't frighten. The Moscovians are going to live forever. The territories of others are attracted to them. They can be captured with noise. The king of the virus will help under the cover of missiles to extract the oil of others without difficulty. Now Moscow can only accept the OrdLovese.
rus_bafc127264f685edd59001f82358f56e,Няма значение какво искат шибаните янки.,0,It's like you're gonna twist the Yankees.
rus_744ea9e2854e6e06275f89e51d7fdb72,"Турки Аль аш-Шайх хочет купить английский клуб ""Бристоль Сити""",0,"Turky Al-Shaikh wants to buy a British club called ""Bristol City."""
rus_817a2b80ca9e00be36d13352ac4d2897,@USER о попы в масках - не верующие выходит,0,@USER on masked ass - non-believers come out
rus_699d0b111293e03b940cd59a40d6dcc2,Уверен что именно почасовая статистика по жертвам коронавируса и толкает людей и государства на путь паники и расизма. Это новый вид пандемии 2.,0,"I'm sure it's the hourly statistics on the victims of the coronavirus that push people and nations on the path of panic and racism, which is a new kind of pandemic 2."
rus_0983b6fb60c7be3988c9f8bde6d67f33,@USER Выехать и противостоять? Казахи грузины смельчаков сразу пиздить.,0,You're gonna leave and stand up?
rus_f60ce0c2298edfb45cd14a99fbe3bb5b,Вангуют  что азиатским странам грозит вторая волна коронавируса Т.е.  этот хмырь Covid-19 совершил турне по Западу  и  затем  из Европы и США - хочет вернуться на историческую родину. Типа-хопа! Не ждали  товарищи даосы  буддисты  синтоисты  и прочие красно-розовые конфуцианцы?!,0,"The Asian countries are in danger of a second wave of coronavirus T.e. this covid-19 has made a tour of the West and then from Europe and the United States, wants to return to their historical homeland."
rus_0e533cbd4877924935a2e9d951d31ae8,Азиаты что в масках что без них одинаковые,0,Asians who wear masks that are the same without them.
rus_a1600e6c37a508f1e38a3845bd8d232a,Саморазвитие мальчика: *смотрит курсы на степике  курсере  скиллбокс и подобных сервисах* Саморазвитие мужчины: *смотрит видео-урок Билли Джо Сондерса как правильно бить женщин во время карантина*,0,Boy's self-development: ♪ watching a stepic of a schillbox course and similar services ♪ ♪ A man's self-development ♪ ♪ watching Billy Joe Saunders' video lesson ♪ ♪ beating women right during quarantine ♪
rus_07482132228ba44c019a4f65bcdb0b89,Вы больная? Извините. Я вам видео показывала как и кто соблюдает(все видео сделаны в период карантина!)   может хватит уже? Никто ничего соблюдать не будет из тех кто придет! Адекватные верующие будут сидеть дома!,0,"Excuse me, I've shown you the video as well as who's observing it."
rus_7cee34b582c9fab81cada3de267baeaa,"Amytrip по игры
четыре к про фильмы
Chuck review про фильмы/мультики
chibamu про кпоп
маша силантьева про попкультуру социум и интернете
лунные янки про страшное
geexy про арт комьюнити 
dead kaoru про интернет фриков",0,Amytrip for four for Chuck review films about chibamu movies/multics about pop masha militian about pop culture socioum and online lunar Yankees about scary geexy about art community dead kaoru about Internet freaks
rus_cf935f485e972a098e680450af5b71ef,"Ебануться. Создали анти-лгбт паблик нашего города  куда сливают адреса пРеДпОлОжИтЕлЬнО людей  относящихся к сообществу. Страшно за них пиздец  потому что они настолько ебнутые  что вешают ярлык гея на чувака  который юзает ""женские"" маски в инсте",1,They've created an anti-lbble public of our city where people in the community are leaking addresses to a guy who's got women's masks in insta.
rus_3bb3ce7f01ad1840d262049ce68b167e,В свете пандемии. Рискуют ли сейчас мужчины вызывать девочек? Или у девочек сейчас бизнес полностью лёг?,0,"In the light of the pandemic, are men now at risk of summoning girls, or are girls in business now?"
rus_f1a814eb2ebb9ffbae8a7cf80e7bf171,Нам решили устроить нам железный занавес в худших традициях совка.,1,We've been given an iron curtain in the worst rendezvous tradition.
