id,text,polarization,text_en
pol_3dc266b042988b1fc89c03d6714ebca3,">znowu cena pojdzie w dol 
 
 już poszła, w #lodz na 6 zł",0,"Once again the price will go down already gone, in #odz on 6 zł"
pol_4b7199f98fcfcf0669348c98d42979e8,"przez większość świata dzieci wychowywały kobiety faceci ginęli w wojnach krótko żyli, to nie takie prosto",1,"Most of the world's children were raised by women, men died in wars for a short time, it's not that simple."
pol_55d5624a508637e97097544bba21ebfc,Ale wiesz że u nas na chwilę obecną podatki na paliwo są obniżone?,0,But you do know that fuel taxes are down at the moment?
pol_a11767080c17ae511bad6aef953d99e4,"trzeba coś robić. Wiatraki, panele, elektrownie no i rozbudowa/modernizacja infrastruktury. Prąd to przyszłość /rozwój i bezpieczeństwo. Bałtyk to świetne miejsce dla turbin. Niech budują",0,"windmills, panels, power plants and infrastructure expansion/modernization. The current is the future/development and safety. The Baltic is a great place for turbines. Let them build"
pol_bb9efd3d78aecea4c5964f4c0f3f99b4,"Rozpoznawanie żartu/ironii/sarkazmu niestety jest zarezerwowane tylko dla ludzi z IQ powyżej 60. Ale nie martw się, dla reszty jest religia.",1,"The recognition of jokes/irony/sarcasm is unfortunately reserved only for people with IQs above 60. But don't worry, for the rest is religion."
pol_afa9f661241ca38e8e28dcc123d871ba,"Po prostu kobiety. Te polskie są często całkiem stabilne, w ten zły, wyrachowany sposób.",1,"Just women. These Polish ones are often quite stable, in this bad, calculating way."
pol_0161c2627840d8be7c7c3638ff90b848,"Smutne, dwa zabytki poszły się kochać.",0,"Sad, two monuments went to make love."
pol_5c99349b5329421365c869c83c7cb7e0,Przecież TVN to amerykańscy żydzi. Czego nie rozumiecie ?,1,What don't you understand?
pol_d1e4715a3ed8a1cf77b2e9efecdc01f5,"Czy w tym nowoczesnym kraju dalej obcinają niemowlętom napletki, jak na jakiejś pustyni bez bieżącej wody przed naszą erą?",1,"In this modern country, do they still cut off babies' foreskins, like in some desert without running water before our era?"
pol_11783ffd845d747ce9ee4d8dfcaaabee,"oby twoja stara padła jak najszybciej. Ja pierdole, wykop to siedlisko debili.",0,I hope your old lady dies as soon as possible.
pol_bcefce5a9a500038d8806ab3828545b7,Spokojnie wszyscy pamiętamy ze pisowcy to kurwy nie ludzie.,1,"Don't worry, we all remember the writers aren't whores."
pol_2b07d89b8cf29e84e77e5647e61ef10b,"z tym, ze cukier trzcinowy ma w czasie produkcji mniej spotkań z chemią.",0,with the fact that cane sugar has less meetings with chemistry during production.
pol_4083a4510c78a5a761f8663718cef0e3,wypierdalam z tej strony już na zawsze od teraz,0,I'm fucking off this side forever from now on.
pol_eed1eaf1385ec8e2585f8a295656457f,to jest zdjęcie Lecha,0,This is a photo of Lech.
pol_0cd98909b9ed5b4b7911e79ede705527,W sadzie to się jabłka zbiera debilu.,0,"It's an apple picking up in the orchard, you idiot."
pol_aded0850f79ae743beea4b361a0129b3,niech wypierd... z tymi zboczeńcami,1,Get the fuck out of here with those perverts.
pol_cd6f32c64d32fc4f51f8cd90f87de314,"jesteś debilem idż z internetu, jedyna partia co się różni od pisu to konfederacja ale co taki wyprany łebek jak ty może wiedzieć",1,"You're an idiot go off the internet, the only part that's different from the urinal is confederation but what a laundered head like you might know"
pol_b0dc6d78ba927a5e0a938fdffc091766,"dawaj te projekty które poszły do ZSRR, a później wypłynęły jako Sdiełano w CCCP, chce się dokształcić",0,"Give me those projects that went to the USSR, and then sailed as a Sdiełano at the CCCP, he wants to learn."
pol_1b9cec2d46e285dc568b89990d9db05b,jak sie wyrywa jebany,0,How to get the fuck out of here.
pol_96992d879fe3c818e56e2bb14bae53b8,chyba nigdy nie przestaną mnie zaskakiwać te spierdolone lewackie łby,1,I don't think they'll ever stop surprising me with those fucking lefty heads.
pol_5218b6106d762b0d9a4adcbd6cb56fc7,"Zamordysci razem 50%, 34 + 14. Nie ma ratunku dla tego kraju.",1,"Murderers together 50%, 34 + 14. There is no saving for this country."
pol_ab9e7d1eff518cb4cdd65ac45ce6205a,"cel? Pokazać, że PiS może nasrać na stół i powiedzieć, że jest wszystko ok",1,point? Show that the PiS can shit on the table and say it's okay
pol_2c170b01f0ccc682a47e143b14b1e51e,"To są śmiecie, a nie ludzie!",0,"They're trash, not people!"
pol_7f9685022f57d3aab12935794dcf7da3,"ale tak na prawi jazdy uczą 
 
 Może jacyś służbiści w Warszawie, gdzie indziej uczą zdrowego rozsądku",0,"But that's how driving licenses teach maybe some servicemen in Warsaw, somewhere else they teach common sense."
pol_36e945bf2719a164a8b0a6e08b856b50,"oooo widzę, że mamy tutaj kolegę chrzczonego scyzorykiem.",1,"Oh, I see we have a friend here who's been baptized with a pocketknife."
pol_222ac4b66c50ba56a2baf3da30136276,„Uproszczony film historyczny dla nastolatków” to nie gatunek:).,0,The simplified historical film for teenagers is not a genre:).
pol_323ae9b0fb09cc6f56491c6318c6aa4f,"ja mam swój powód 
 ! Ty też spierdalaj xD",0,"You fuck off, too, xD."
pol_fd7644e7089ae0cb65c0e3623ec1a594,tagowanie to rak i pedalstwo,1,Tagging is cancer and gayness
pol_986a09ded2b44b26f06a66556e5d7d74,"W tym temacie polecam opowiadanie Stanisława Lema - ""Golem XIV"".",0,"On this subject I recommend the story of Stanisław Lem - ""Golem XIV."""
pol_4e3c35c2c800b74f14f48047b1f45044,"kiedyś przy każdym głównym kościele na starym mieście był cmentarz, dobrze żę sie zmieniło",0,"There was a cemetery at every major church in the old town, and it's a good thing it's changed."
pol_fa32f004317a39b26e5896afb943c58a,Nazwisko pije z nim herbatke.,0,The name drinks tea with him.
pol_7cad6f93c8a9829a06b42afd0d7aae44,Nie bo tam same pizdy mieszkają,1,"No, 'cause that's where the cunts live."
pol_e9c8549d9bce3b03136bd12e840fb862,"jebany oponiarz ma fuksa jak nie wiem 
 
 #f1",0,Fucking tire guy's lucky if I don't know #f1
pol_26d283a1f545564646265f56cc98b556,"spierdalaj na wcześniejszą emeryturę, a jak cię nie stać to znajdź etat",0,"Fuck off early retirement, and if you can't afford it, get a job."
pol_8156fb9af9b6f0b0195d6efcce9560f4,"Ostatnio widziałem ogłoszenie ""apartament premium"" w dużym mieście, który kiedyś służył za mieszkanie dla robotników ( ͡° ͜ʖ ͡°)",0,"Recently I saw an announcement ""premium suite"" in a big city that used to serve as an apartment for the workers (observers)"
pol_13ef2b11e3552c95028a503690227b39,I bardzo dobrze. Jebać pisowców i ich bolszewickie szopki.,1,Fuck the writers and their Bolshevik raccoons.
pol_65d6b51ed54237bfe4801d59a90a8b35,"#[pseudonym] już na nogach i nie daje spokoju [pseudonym] 
 
 Nazwisko #patostreamy",0,"#[pseuded] on his feet and he's beating off [pseuded] The name ""pathostreamy"""
pol_5abd748ef69e241f68404565306067fd,Skąd ten pomysł? Chodzi o obniżkę opodatkowania paliwa.,0,It's about reducing fuel taxation.
pol_e977c48f7ecb3ef676cb3c95d6c65189,"wrecz przeciwnie, piekny widok. Im wiecej tego scierwa gnije tym lepiej dla wszystkich.",0,The more this piece of shit rots the better for everyone.
pol_85b07d9d262d64628b297e8810cad5c7,Wystarczy zwolnić z potencjalnejodpowiedzialności kierowców za przejechanie po nich i problem rozwiąże się sam bez jednej policyjnej pały.,0,All you have to do is release the driver's potential responsibility for running over them and the problem will be solved by itself without one police cock.
pol_608d0d9cd51f7718897070365dda8167,To było o chińczynkach manipulacyjny kretynie a nie o japończykach.,0,"It was about Chinese manipulative jerks, not Japanese."
pol_f8a346f46d1caa16003a4b3a10c685c5,Nazwisko był raczej tym na łóżku,0,The name was more like the one on the bed.
pol_0b04c4e5bff393364c419018dd5b76e1,">z naszym interesem narodowym jak długo kontrolujemy dostawy broni i logistykę 
 
 tak długo je finansujemy...",0,With our national interests as long as we control the supply of weapons and logistics we finance them for so long...
pol_386c43510182a98b618ffb556712fd7a,a może #!$%@USER farmazony i sam nie wiesz o co chodzi?,0,How about #!$%@USER ran and you don't know what's going on?
pol_9f4c35f43b8cf699b95dae6c12663d3d,sam Nazwisko zabiera polakom 100000000mln zł,0,The name itself takes 100000000 million zł
pol_3e90bb318550b3abd6aec29cc7196876,Miernik to byli w AWS. Tutaj są zwykli kryminaliści.,1,The meter was in AWS. Here are ordinary criminals.
pol_d571c1356d22206fd32dd9908d509eb4,"#sejm #polityka chuj ci na imie, Nazwisko ty skurwysynie",1,"♪ seym politics fuck your name, name you son of a bitch ♪"
pol_42d6209ca473b0e5b8ab0d2aa54e918e,"dajcie zlote memeski na rocznice zdechniecia 
 #2137 #jp2gmd #wykopobrazapapieza",1,Give me gold memes for the anniversary of death #2137 #jp2gmd #excavationpapieza
pol_549f6cd2072f49e0a577b980d449d87e,"dobrze ze to bydle i morderca nie żyje, to żaden bohater, to morderca polskich lasów i zwierząt",0,"Good thing the bastard and the murderer are dead, he's not a hero, he's a murderer of Polish forests and animals."
pol_c1c239b3fead47daef37221837fe61fa,Akurat to ze się na nie należy powiedział wnuk żołnierza wermachtu. Ponadto ruski pachołek.,1,"It's just that the grandson of a vermacht soldier said it, and also a Russian cone."
pol_34b4037a4771a7cea47e7e33c0ab7f3a,obczaj sobie ile ciężarówek denat minął tego dnia i to osobówka w niego rypnęła xD²,0,Check out how many trucks the dead guy passed that day and it was the person in him who fucked xD2
pol_907e79c138ce92bf45e9c3900c7af39b,"Ta idiotka Nazwisko wszedzie widzi geja Lukaszao i homofobie, ona jest pierd*lnieta. 
 #bigbrother",0,"This idiot Name everywhere sees gay Lukaszao and homophobic, she's a fart. #bigbrother"
pol_c067bda6d0e846e664a1333c765ef0ac,"Dobrze by tym schabom i radzikom zrobiła krótka wizyta pod celą. Mała namiastka czegoś co niechybnie nastąpi, ale na znacznie większą skalę.",1,"It would be good for these pork chops and councillors to make a short visit to the cell, a small substitute for something that will undoubtedly happen, but on a much larger scale."
pol_a7e33ff97b702f9a661108224d181936,Twój stary swoimi czynami ściero.,0,"Your old man's done his thing, you piece of shit."
pol_734711ef0bc5e334be2f4905fbf030fc,Dla waszego dobra ( ͡° ʖ̯ ͡°),0,For your own good (-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh!
pol_0e1c617a923f46da32e48da4008b906b,Kto finansuje to całe Nigdy więcej? W czyim interesie działają?,1,"Who's funding this whole thing no more, whose business are they in?"
pol_d4a37fbca89afcfbe8056d7c192bec9a,Ściągnąłem. Zwykłe stare kurwisko i tyle.,0,"It's just an old whore, that's all."
pol_0032261ec2ec9d3fca8bb23657252e39,Ale to Nazwisko z medalem ( ͡° ͜ʖ ͡°),0,But it's a name with a medal (-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
pol_b0b82bc1fc7597af30d30838937883f9,"Fred wolał się skurwić... 
 #f1",0,Fred preferred to fuck... #f1
pol_c1831e401e1def3cfb6565ace12fca62,"Tak, to brzmi na dosyć dokładny opis wyspiarskiej oraz szczerbatej nacji.",1,"Yeah, that sounds like a pretty accurate description of the island and the Toothless Nation."
pol_1bbec2a19ea0ea6b3345d1f8e7c4ae9c,">nie, pod jego nie, pod każdym innym tak. 
 
 kali byc dumna z logiki. jak widac prawilne zasady nie sprawdzaja sie w praktyce, Nazwisko zdziwienia",0,"No, under him, under everyone else so. They were proud of logic. As you can see the right principles do not work in practice, Name of surprise"
pol_e43786003c65dd9bbfbe66fd035e600c,łer ys maj sekjuriti kaman? ha tfu na ryj staremu złodziejowi,0,Tears of may sekjuriti kaman? ha tfu on the face of an old thief
pol_d7e4e6b14666379e951580acd9b935aa,"Może by tak przestać przejmować się tym co robią nazistowskie organizacje, które piszą donosy i piętnują ludzi na podstawie swoich zakłamanych i schizofrenicznych poglądów",1,"Maybe we can stop worrying about what the Nazi organizations are doing, who are writing reports and branding people on the basis of their false and schizophrenic views."
pol_b613b2ec0a39217045e68209e0eaa636,Sram ci na grób kurwiu moskiewski,1,"I shit on your grave, Moscow whore."
pol_7a63248006ac6ec05814def042ddfbe7,jak dla mnie to [pseudonym] powinien skurwysyna pozwać. Gość z premedytacją chciał uszkodzić mu nogę.,0,"As far as I'm concerned, he's supposed to sue the son of a bitch."
pol_49322cc935a8b2280fa2beb016e0322b,zaświadczenia tanio sprzedam pisać na priv (⌐ ͡■ ͜ʖ ͡■),0,I will sell the certificates cheaply to write on priv (
pol_fca6023066b30244ee8e7c823aae2098,prezes właśnie teraz jest chłopcem do bicia i gadania głupot aby na nim skupiła się uwaga. Zarządca jest Mateusz,0,President is just now a boy to beat and talk stupidity to focus attention on. The manager is Matthew
pol_f2cc0f66b9853c9ac5c3250ec9b0be51,"czyli co, tam za przymykanie oka na skandal obyczajowy konsekwencje, a u nas można granatnik odpalać bez konsekwencji",0,"So what, there's for turning a blind eye to the scandal of the moral consequences, and here you can fire a grenade launcher without consequences"
pol_9e5c18174c87d856a68b8e0d07623b5d,wojna z rosją to najmniejszy problem.,0,War with Russia is the least of the problems.
pol_2a4146c90a160ed428848ec6a35d8929,Myślałem że to przedmieścia Paryża,0,I thought this was the suburbs of Paris.
pol_2394226007c927b1aa45208447ea8a3b,"Miejmy nadzieje, że tylko krótkie wakacje sobie zrobili. 
 
 Coś się zmieniło w sprawie?",0,Let's hope they've only taken a short vacation.
pol_5e986542f20f87d8325bac46e7c78415,">to marsz bogaczy i Elit 
 
 czyli każdego kto zarabia ponad minimalną? ( ͡° ͜ʖ ͡°)",1,"It's the march of the rich and the Elite, which is anyone who earns more than the minimum? (-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh!"
pol_7d8848b83366a71cbcdb58fd0dafeed7,"No dalej pedalskie nasienia. Minusować i zakopywać - ""informacja niewygodna"".",1,"Come on, queer sperm. Minus and bury - ""inconvenient information."""
pol_939ef9521ff514663e571a50213d7526,"Rosjanin zdjęty najpewniej przez snajpera 
 
 #Ukraina #rosja #wojna",0,Russian photographed most likely by a sniper #Ukraine #Russia #war
pol_e4a93f78230451531060e08a0faa3afb,">kto normalny by poszedł na marsz PO? 
 
 Nie znasz, nie Twój target.",1,"You don't know, not your target."
pol_f5c1f228e6a6a2a07d1a4cc7c41b320a,jak dla mnie mogą nawet wieszać swastyki byle by napierdalali ruskie ścierwo,0,"As far as I'm concerned, they can even hang swastikas just to fuck with Russian scumbags."
pol_3cef61851a9f3d19c1b6369eda06b7e7,"ah te teksty elity tego portalu, mamie tak powiedz na pewno sie ucieszy ze ma syna debila",0,"Ah these lyrics of the elite of this portal, so tell mom I'm sure she'll be happy to have a son of a moron"
pol_31e33e888b42c611757e41a28f638692,chuje przestańcie mi zabierać tematy do pracy kture mi sie podobajom,0,Fucking stop taking my stuff to work that I like.
pol_a8a78e7da7f76e6e9cf0e54ea08fa411,"zarówno i rewolucja industrialna, jaki rozwój medycyny i upowszechnianie wiedzy o higieny były pokłosiem tych samych procesów rozwoju cywilizacyjnego",0,"both the industrial revolution, as well as the development of medicine and the dissemination of knowledge about hygiene, were a part of the same process of civilizational development."
pol_64fbad0c3303c468188a92ccf92d49a7,tak tak obronco pedofili w kosciele. Tfu ci na twarz pisowcu,1,"Yes, the protector of the pedophile in the church."
pol_308fc1fa4872aa86f8eb424eca13dca4,na Nazwisko marszu było 100-150 tys,0,The name of the march was 100-150 thousand
pol_6ccd7bfd9afd199203ce1799eabdc851,zakładasz że człowiek nie jest częścią natury ( ͡° ͜ʖ ͡°),0,You're assuming that man is not part of nature (------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
pol_7ad8f4b547bb31271632613bc2133d08,Ja tam widzę wiele akronimów a autor wykopu ma bul dópy jedynie o TVN,0,"I see a lot of acronyms in there, and the author of the excavation only has a bull's-eye about TVN."
pol_6a26a078833fdd6817910e5ec966b051,"Według narracji wykopu to nic takiego, ale za to Wołyń…",0,"According to the narration of the excavation, it's nothing, but Volyn..."
pol_2fb9d631c43faa8e26e28e6e10fb0752,">to przeciez ruskie #!$%@USER chciał wyprzedać wszystko ruskim 
 
 tzn? 
 @URL",1,"== sync, corrected by elderman == @elder_man"
pol_f9fcac3306ec7acaae545962aaa56c4c,"Szkoda że neuropa odpuściła te znalezisko. 
 Pewnie będą się odrażać w jakichś osobnych wpisach albo własnym znalezisku.",1,"It's a pity that the neuropathy has given up this find, and they're probably gonna be disgusted by some kind of separate entry or their own find."
pol_056277b4b194c73f5fc1972d04874cab,"Co za kurwy bezczelne xD 
 #tvpis",1,What an insolent whore xD #tvpis
pol_24cffd7595593ade14b7119d7aa69634,Mogliby się po prostu tak po ludzku zacząć #!$%@USER System PPV i człowiek by jeszcze trochę długu publicznego spłacił ( ͡° ͜ʖ ͡°),0,They could just start so humanly #!$%@USER PPV system and a man would pay off a little more public debt (€%@USER PPV system)
pol_9b7d4afcfaaff8ec849c8274eb26005e,"podstawą przetwarzania jest chęć uczestnictwa. 
 
 Nie ma znaczenia czy jest jakaś większość. Liczy się prawo które chroni tak samo każdego człowieka.",1,"It doesn't matter if there's a majority, it's the law that protects every human being in the same way."
pol_22094cd90319041712bbcb87f6fee19c,"w sensie antyszczepy mówiły o 97% ochrony, 100% na transmisję, max dwóch dawkach, braku powikłań, stosowaniu u małych dzieci? Chyba coś przegapiłem...",1,"In the sense of anti-strains, they said 97% protection, 100% transmission, max two doses, no complications, use in young children?"
pol_d00dba9c4b1af746295d75b18aeb1f6c,"to ludzie przejdą na alternatywne formy płatności, może do łask wróci złoto?",0,It's people who will switch to alternative forms of payment. Maybe gold will return to grace.
pol_47eed1c8fc3c154c5e10bae83094c88b,"skomplikowany sytem luster? 
 
 toć zwykle pastkowe szkiełka dają taki efekt w zabawkach dla dzieci",0,a complex system of mirrors? usually pastel slides give such effect in children's toys
pol_1d7868a2b72729c763b4b7b12008eb46,bo u nas tytoń sponsoruje służbę zdrowia,0,'Cause we've got tobacco that sponsors health care.
pol_89357b0da7d1be2a3946a44673b7f27d,juz ci wyjasniam. Spójrz w lustro i zobaczysz katozjeba.,0,Look in the mirror and you'll see the catholic fuck.
pol_b5090383ca32dde584c35aa4ae659a82,"Tak w ogóle to już dawno nie ma podatków od spadków, więc Mentzen nie ma nic do obniżenia.",0,"By the way, it's been a long time since inheritance taxes, so Mentzen has nothing to reduce."
pol_466a9a00be8c2d4417e22f2617136a41,"O prezydenturę powalczy: 
 
 Artur Bartoszewicz, 
 Magdalena Biejat, 
 Grzegorz Braun, 
 Szymon Hołownia, 
 Marek Jakubiak, 
 Maciej Maciak, 
 Sławomir Mentzen, 
 Karol Nawrocki, 
 Joanna Senyszyn, 
 Krzysztof Stanowski, 
 Rafał Trzaskowski, 
 Marek Woch, 
 Adrian Zandberg.",0,"Artur Bartoszewicz, Magdalena Bejat, Grzegorz Braun, Szymon Hołownia, Marek Jakubiak, Maciej Maciej Maciak, Sławomir Mentzen, Karol Nawrocki, Joanna Senyszyn, Krzysztof Stanowski, Rafał Trzaskowski, Marek Woch, Adrian Zandberg will fight for the presidency."
pol_8dbf310017c1f2defd49592e02123ff0,"Nie możemy pozwolić, aby Unia Europejska nakładała na nas obowiązek odbudowywania i utrzymywania Ukrainy. To nasze pieniądze, które lepiej byłoby wykorzystać w Polsce.",1,"We cannot allow the European Union to impose on us an obligation to rebuild and maintain Ukraine. This is our money, which would be better used in Poland."
pol_20367dad287e6700e760d564a438bc23,"""Podlasie wolne od skażenia!"" Erasmus+ nr 2023-1-PL01-KA154-YOU-000113286 
 #ErasmusPlus #Erasmus #CFP #stopfermom #ekologia #edukacja #zdrowiepubliczne #zdrowie #srodowisko #odpowiedzialnahodowla",0,Erasmus+ No 2023-1-PL01-KA154-You-000113286 #ErasmusPlus #Erasmus #CFP #stopfermom #ecology #education #public health #health #environment #responsible breeding
pol_5e9ac97094d0642f403cbd22489ffd10,"To nie jest bezpośredni sondaż, ale czy #stanowski przeskoczy nowogrodzkiego? 
 Wyglada na to że bedzie to szybciej niż się wydaje. 
 Czy #pis już ma pełną pieluchę? 
 @URL",1,"This is not a direct poll, but will #stanowski jump Newgrodski? It looks like it will be faster than it seems. Does #pis already have a full diaper? @URL"
pol_82045ed5004130e2369e652cd2fa92f0,"Politycy PO chyba przywykli do tego, że naród przyjdzie i zrobi.",1,I think the PO politicians are used to the fact that the nation will come and do.
pol_882532cfa5bdcbb892b9886aa0828613,"#KrakówWarszawaWspólnaSprawa⏲️19.00 
 🎄Polska, nawet w święta, to jedna wielka konkurencja olimpijska 
 W dzisiejszym programie wystąpią: Bereś Bimber Celiński Duda Kaczyński Mentzen Obajtek Tusk Ziobro 
 Zapraszamy serdecznie🙂👇 
 @URL",0,"#KrakówWarsawJobs19.00 Poland, even on holidays, is one great Olympic competition In today's show: Bereś Bimber Celiński Duda Kaczyński Mentzen Obajtek Tusk Ziobro Welcome to @URL"
pol_0c9cd65b62a045aa1dedebe07a70911d,"ruski pomiocie, zdążyliście sobie na to zasłużyć od kilkuset lat ( ͡° ͜ʖ ͡°)",1,"Russian submarine, you've earned it for a few hundred years. (Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh"
pol_e834c0b53bde6c94dbd438d0143cc709,"Max to jest od tylu xam, a Nazwisko to jest od tylu je*any elo 
 
 #f1",0,"Max is from so many xams, and the name is from so many fucking elo #f1s."
pol_b47d761e80fd40ddd06d3867c8fed5e6,"Brawo! Ruszmy się, bo skończymy jak australijczycy w obozach koncentracyjnych.",1,"Let's move, or we'll end up like Australians in concentration camps."
pol_aad34774ae1c07f86258c586942cb93c,Pomagając żydom szkodzisz sobie. Oto wniosek na przyszłość.,1,"By helping the Jews, you're hurting yourself."
pol_20af8b5e6ece3df2ab16638719131501,No ale co takiego nieprawdziwego powiedział? Homoseksualizm nie jest normalny i leczy się go prądem.,1,Homosexuality isn't normal and it's electrocuted.
pol_ef024be2c533a07685bea8897c7f612e,"> a ty prezentujesz bolszewicko - socjalistyczną ideologię rozdawnictwa. 
 jednak zjeb",1,> and you're presenting Bolshewicko - the socialist ideology of handing out.
pol_511e8584f517a60e3aa46ad6455b7b2e,a nie lepiej żeby ten co wyprzedza miał dodatkową moc o te 5-10 km/h przez minutę?,0,Isn't it better if the one who's ahead of us has an extra power of 5 to 10 km/h for a minute?
pol_27b98e4221a978637936b7085e222445,"Na #!$%@USER on przeprasza że tam uczestniczył? #!$%@USER lewackie śmiecie o mentalności ormowców go bezpodstawnie zaatakowały, a ten jeszcze przeprasza i wyraża skruchę...",1,"On #!$%@USER he apologizes that he participated there? #!$%@USER leftist rubbish about the mentality of the Armenians attacked him unjustly, and yet he apologizes and repents..."
pol_d78496b0be30f8560b6cbf9ba497843d,W ogóle nie czerpie żadnej wiedzy. Chłopski rozum wystarcza na każdy temat.,0,He doesn't get any knowledge at all.
pol_71d7a304171858389b7035d6304df296,"Przecież oficjalnie podano, że są debilu XD",0,It's official that they're an XD idiot.
pol_554766bc6684d79c95cdec3d1e31add0,"no rzadko, ale zawsze bez problemu w ING",0,"not rarely, but always without problems in ING"
pol_28d1f8a9df87a6cc6d1642a6dbcbc0cd,"I do tego opakowany w plastikową torebkę, jakże ekologicznie ( ͡° ͜ʖ ͡°)",0,"And also wrapped in a plastic bag, so ecologically (••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••"
pol_4f30eacd888741b4b892684d06cb0f24,"Spoko, nie wiem za co wyłapałem tyle minusów w pierwszym komentarzu (⌐ ͡■ ͜ʖ ͡■)",0,"It's okay, I don't know what I got so many negatives for in the first commentary."
pol_f128abc49312847e954c7f320505ad55,aleś dostał minusów od konfederusków,1,But you got a downside from the Confederates.
pol_f1a2b2afb238c9065b75e7cceebaa8be,To nie jest problem.,0,That's not a problem.
pol_5aeb764d5a16566ead87ae345650e194,"już nie muszą? 
 
 a dlaczego by mieli",0,They don't have to anymore? Why would they?
pol_52af98df2c1141a2b4f8ddf4f34b410d,Kretyn to cię robil jebany śmieciu obyś zdechł psie,0,"You're a jerk, you fucking piece of shit. I hope you die, dog."
pol_23f5121e785461f2d6276a941ac81409,Robię miesięcznie 3000-5000 kilometrów jeżdżąc po swoich firmach wiec biorę takie ryzyko pod uwagę kretynie,0,"I do 3,000-5000 kilometers a month driving around my companies, so I take that risk into account, you moron."
pol_12df0d098b770592fb4e596e861e9b02,jak ci nie pasuje to wypierdalaj do Arabii Saudyjskiej.,1,"If you don't like it, get the fuck out to Saudi Arabia."
pol_cff3f071026585b0133506ebf0cddd84,jaka ekonomia? Parówkowa? Udowodnij.,0,What economy?
pol_757c006b428cf4f075db78e7686f6194,wszyscy zdrowi w domu?,0,Is everyone okay in the house?
pol_1c5fc394d73be619421f31cfba9dd338,"ic bronić PiSu. Teraz napisz coś, że inflacja to nie wina PiS tylko UE bo już grunt jest xD",1,ic defend PiSu. Now write something that inflation is not the fault of the PiS only the EU because the ground is already xD
pol_32ec1905963494a09af6f59ec1b1f803,"Jak ja kurła skisłam, legal CP dla kiecunów to szuka, lgnie i jeszcze tego drugiego wciągnie",1,"When I squealed, legal CP for the dresses, he's looking, he's gonna stick and he's gonna snort the other one."
pol_f072c0fd9b468823e9ebce45781e52a6,"Chuja nie ma trenera,przciez to nie rezerwy finladii do chuja,deptaja nas jak amatorow 
 #mecz",0,"There's no fucking coach, but it's not a reserve of the finals, they're stepping on us like amateurs #game"
pol_bd668ff89df3e340b3c211e00972b443,"zabolała prawda piesku [pseudonym] nie? 
 #[pseudonym] #patostreamy",0,The truth of the dog [pseuded] didn't hurt? #[pseuded] #pathostreamy
pol_9f57ebdbdd1af88c194216581c34c129,to ze chroni twoją spedalona dupe,0,That he's protecting your faggot ass.
pol_263b200944eed57e726f71f2a216a7a9,głosowanie ma być ręczne albo kopertowe tak by władza mogła je w razie czego naprostować,1,The vote is to be hand-held or enveloped so that the authorities can straighten it out if necessary.
pol_14e0b09cf68c80422201fc45521de15c,no ale mi bardziej chodzi o szopi co w nim było złego ?,0,"I mean, what was wrong with him?"
pol_ccc8c3de68fd9ce9c09cc848ccbe7103,jebać Niemców. Zapomnieli im odjąć punktów za dwie wojny światowe.,1,They forgot to subtract points for two world wars.
