id,text,polarization,text_en
arb_55ef9d10e4e92c8d9d616cef15c9edc6,سيرين عبد النور لا تملك اسلوبا راقيا اتجاه الاخرين,0,Serene Abdul-Nur doesn't have a high-end attitude towards others.
arb_69bd1d9a022c3bac1f168ef3514ccc78,هو انا بحس كتير نادين الراسي بتغار وبتقلد سيرين,0,It's me who feels so much like Nadine's head is jealous and siren's impersonating.
arb_a549ecaac4b9fec28b8f2d6683ba8f07,شنو رجله نزعه لباسه وشمره تقليد شمر لباسات هذا 😂😂😂😂😂😂,0,What's his leg ripping off his dress and his booze mimics his dresses ?
arb_08fa1790a1156f8e833c37cf542525a3,سيرين حبيبتي....منشااااان الله لا تحكي مصري! خليكي عم تحكي لبناني لإنو لما تحكي مصري بتكوني متل البنغالي ياللي عم يحكي عربي مكسسسر,0,"Sirin, my beloved... whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa................."
arb_9d76706d7495209c03a22fb811d281a3,انا بعتبر احلا حيوانه طبعن رأي بهمكن هههه الملكه تلحس انفي,0,I'm the sweetest animal you've ever thought of.
arb_2388aab9baa71bf1a45291ca43363502,خااااب بععععععععع هاي الزبالة ملكة احلام يووووع ملكة الزبالة,0,Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
arb_a010f798b728da12ead62e818ab2711f,"هههههههههههه هاي والله واثقه من روحه خفي علينه بقره سعيده😂😂😂😂
ولج انت لا خلقه ولا اخلاق ولا صوت",0,"Ha-ha-ha-ha-ha-ha-ha-ha-ha. Hey, God's sure of his soul is invisible to him with a happy cow, and you don't create him, you don't create him, you don't create manners, you don't sound."
arb_93daf279a0f30e9b84fc01f68eb3f10e,هاي صرصوره والله مصدكه نفسه تقلد عليهم كلهم كأنه حصان حشه خلقت الله,0,He's a cockroach... and God's self-bending... copying them all like a horse... created God.
arb_f6a8028f7c66e3a99c1820972377572a,احلى خبر سمعتوا عن هذه الحمارة اقصد هذه الزبالة,0,"The sweetest news you've ever heard about this donkey. I mean, this shit."
arb_28a6b30c334fc0978856ac73f58ff47e,انتي مثل باقر جبر الزبيدي متعددة المواهب,0,You're like a multi-talent yogurt bagger.
arb_aeb2b331dce566ec4bab95ccbe291427,نكتة بتاع زوجك بايخة لأنو معنى كلمة نوم بالتركي هيا ياط,0,"Your husband's palate joke, 'cause I don't know what ""sleep"" means."
arb_295cfce55266da0eb6c7ea19d9c3145d,مجنونة مو صاحية.. انسانة تناقض نفسها كثير ووعملت من نفسها مسسسخرة..,0,A madman who's awake... a man who's so opposed to herself... and who's done a ridiculous act of herself...
arb_0657166834f2749dbc11c520d3f81479,حلام سولالته ترجع للفنان العراقي سعد الحلي,0,The dream of Solaltha goes back to Iraqi artist Saad al-Hilli.
arb_0266496fd3011a470702d9e30e52b23f,اسمعي هاذا انت والصدفه ووش إخباري واحذرك وفرصه اخيره وجميع اغانيها اتحداك إذا قدرتي تتقني نص احساسها وصوتها والله يرحم الفن من بعدك ياذكرى,0,"Listen, here you are, and chance is not telling me, and I warn you, and his chance is final, and all her songs I challenge you, if you can master the text of her senses and her voice, and God has mercy on art after you, remembrance."
arb_00901b7608338b42d059b1ba5f130015,احلام اني حبيتها اكثر لان  انظلمت كثير من الناس  هي امراه قويه وكبيره في عيونا وليسه محتشم,0,"Dreams that I loved her even more, because I heard so many people, she was a strong, big woman in our eyes, and not a decent woman."
arb_0af5c4558850e2a5d9518e327e59c881,احلام   انسانة  فاقدة  توازنههديها ا  تحتاج  الى العلاج    اللة يهديها,0,Man's dreams are out of balance. Give her a gift. You need a cure.
arb_c8b35b27596564e67e88d78c674ba582,"Arab idol من دون الفنانه والملكه احلام بالموسم الرابع رح يكون مو حلو 
وحتكون اللجنه ناقصه بدونها",0,Arab Idol without the artist and queen dreams of the fourth season will be sweet and the committee will be incomplete without it.
arb_2bfcb125ebe3bca53e9ae96485550577,جيبولها كنتاكي لا تكوم تاكلنه ولا تزعلين عدمه بيزه تريدين🍕🍕🍕🍕😆,0,"Gibulha Kentucky doesn't comin' around, and don't bother not having a pizza you want."
arb_7739a3938e1a561eefc05140e269c9c1,عود هية ليش مكروهة اريد افتهم احد يكلي,0,I want to understand someone who eats me.
arb_569ef058167c16378ee30eff0eb33c06,اتوقع افضل بديل نوال الكويتية لازم يكون فرع خليجي بالارب أيدول,0,I'm expecting the best alternative to the Kuwaitis. It has to be the Bay branch of Balarb Idol.
arb_d4caa45e8e8b3ab63c3fca101f1919cd,بلا قله حيااء انتوا وياه اللي تسب وتسوي حركاتت ممبزره ويعنني .,0,"Without saying, ""You, and him who causes and settles his movements, and cares for me."""
arb_9a8e09dbe85bde7ee3580fa4e3f97690,انا دراسة في كلية الشريعة الاسلامية وبقوم بكل الفرائض بصلي وصوم ههههه ضحكي على طفل عمرة سنتين بهاي,0,"I'm a student at Islamic law school, and I'm doing all the rules for praying and fasting."
arb_2e98757cfff9c5b32f2842b53d6445e9,فشختيني 😂😂😂😂 شو هاد هههههه عيب,0,I'm sorry. I'm sorry. I'm sorry.
arb_dab77d2187cc163bb5ed52f556c89657,فيديو حقيقي لاحلام بس ممكن أعرف مين الصحفي اللباني الي كان عم بعلق كلامو دقيق وعم يحكي كناقد مختص,0,"A real video of dreams, but I know who the Albanian journalist was who hung up on a fine talk and what he was telling as a specialist critic."
arb_3175e28b5525c038e9a207224edaa249,تصرفاتها كأنه مجنونه صحيح صوتها حلو بس شخصيتها غريبه ومكروها حيل والهذا الهجوم صاير عليها بفلس😂,0,"Her actions are as crazy as right... her voice is sweet, but her character is weird, and she's detestable... and this attack is penny on her."
arb_0e84d10c33bb92997fc1132fa0c4f167,انا تعجبني إنجليزية وعربيتها المكسره اولي ابي شوز,0,I like English and her cracked couch... my dad Shoes.
arb_929ccb0e30c48519ba31ede4780d6da2,شبه المراة اللي كانت تجي بتوم وجيري,0,Like the woman who was coming to Tom and Jerry.
arb_6fa8194f81e98938e0c5b5b3ed9dfa9a,والله حرام اضيع من وقتي حته لو ثواني ع هاي الخبله,0,"And God is a waste of my time, even for seconds."
arb_7db5742d69302379d10920d51726dc06,هذي انسانه غريبه شايفه نفسها وهي نفسها مو واثقه بنفسها غلط تخلوها بكذا,0,"That's a strange person who's self-righteous, and she's self-confident, and she's so wrong."
arb_8493b6f282481a4f0270f5c87a3a1a32,يبغون الشهرة  بمجرد ذكر احلام,0,They want to be famous once they mention dreams.
arb_11cf128d9c7967d793093c6a9ddd6bc2,هههه احلام خليفة معمر القذافى الله يرحم و يغفر له,0,"The dreams of the Khalifa of Muammar Al-Qadhafi, God have mercy and forgiven him."
arb_8562094a17b96de49fac12adf31b2433,والله انتي كل صوت ماعندك وكل ادب واخلاق ماعندك,0,"And God, you are all the sound of what you have, and all the manners and manners you have."
arb_0c0b2d4345d62b728b40c523db30c979,هاي ليس فنانة  وناماء  حوانيه,0,"Hey, he's not an artist, and he's growing a bar."
arb_3df59c3022ebe8903a05c415f97b3b21,بدي اقول للفنانه أحلام على قد مو ناجحه مشغلا بال الكل الكل تارك اشغالو وعم يدور ع شي كلمه يحكيها صح مثل ما قالت مقهورين,0,"I'm starting to tell the artist dreams of a successful mo, busy with everyone leaving Ashgaloo, and what's going on is a word that tells him right, like she said, ""Destructive."""
arb_7da3d1977d7d6b6d10c7960aa6ff25d9,اني صراحة كنت أكره أحلام بس أحس متغيرة هذي اليام,0,"I honestly hate dreams, but I feel like I'm changing these days."
arb_e665b874ec37cb0156cf99a7cc49e018,بلا كزب لجذب المنافقين امثال صاحب القناة وهذا دليل على نجاح احلام,0,"It's no joke to attract hypocrites like the one with the channel, and that's proof of the success of dreams."
arb_13fe894a5cb0530372742c40b3d60cf7,بدأ الموسم وانت تقول لن تستطيع 😂,0,The season started and you said you couldn't.
arb_f93486c5f5798eac853022edb589307e,بيعجبني شيئ واحد باحلام انها صريحة و مابتخاف من حدا بنوب غير من الله,0,I'd like one thing with dreams. She's honest and afraid of something other than God.
arb_b34def8cc18e9e275cea1272bd76e1ef,"احلام صريحه وعفويه وملكه بجد ليه كلكون بتحاربوها لو نانسي او هيفا محد حارربها 
تحياتي للملكه احلام",0,"Honest dreams, pardons, and a queen so hard that you would all be fighting them if they were Nancy or Hiva, whose war would be my greetings to Queen Dreams."
arb_a9498288fb221ff0ca2cb54a5c28460d,مع احترامي للبرامج ما الها معنى و مش بالمستوى المطلوووب,0,"With all due respect to the programs, what does it mean?"
arb_d0de22ad6a1f4451468b11ff8bceae65,ههههههههه اخ يا قلبي والله نهفة احلام,0,"Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh, my heart... ohohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh ohhhhhhhhhhhhhhhhhhhhhhhhhhh ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh my my my my my dear, my dear, my dear, my dear, my, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my dear, my"
arb_8b7302bcd48d88754157fb4e05369d24,"عنجد ما بعرف احلام عندها انفصام 
في تناقد 😵😵
كل ساعة شي",0,Didn't know dreams have schizophrenic schizophrenics every hour.
arb_6fd79a934c5fc1c70efe512095a754e8,"فعلا مش بنفوذها ومالها و شكلها 
الملوكية بالاخلاق و الاحترام وبس",0,"She doesn't really have her influence, her money, her royal form of morality, respect, and pussy."
arb_26cacd6edb6e7d8d3b2438b9ac5193ab,مادري مخبله وله مادري شسميهه الله يشفيهه,0,"Madre is insane, and Madre is insane, and God's name heals him."
arb_9e1528e579a954858de6b900f3abd0b2,ختولي الشاركت برنامج ولما شركت ماكو غيره,0,"I took part in a program, and Mako didn't."
arb_9d84a25a279642c1389a460dd04d67c0,احلام فنانه محترمه ... وشمس من اسوا فنانه,0,The dreams of a respected artist... and the sun of the worst artist.
arb_7521178c6718ce52f41ea24d57a15874,ياليت انها ماتشترك نبغا نتابع البرنامج ولو شاركت احلام والله ما نتابع,0,"I wish she wasn't sharing a program, and if she shared dreams, God wouldn't follow."
arb_2e47a33a6987397bbcc36ae3ca9558e8,الصحراء الكبري في شمال أفريقيا هي أكبر صحرا في العالم ما عدا القارة القطبية الجنوبية وهيوأكبر صحراء سخنه.,0,The largest desert in North Africa is the largest in the world except Antarctica and the largest hot desert.
arb_6e1e3addeb71192212943d2354d1483a,منطقة الصحراء الكبرى فيها أمطار قليلة ورياح قوية ودرجات حرارة مختلفة.,0,"The Sahara region has few rains, strong winds and different temperatures."
arb_d5cb2b674b2c0e892b246d1521131754,الفن متقسم لفنون تشكيلية، لما حاجة بتتصنع، والفنون المسرحية، لما الإنسان بيعمل حاجه.,0,"Art is divided into formal arts, why you need to fake, and the theatrical arts, why man does what he needs."
arb_0bed803b38b470630cd7450ae6bb93d3,اتلاقت كتابات لاتينية قصيرة يرجع تاريخها لحوالي القرن الخامس قبل الميلاد وكتابات أطول من حوالي القرن الثالث قبل الميلاد.,0,Short Latin scripts dating back to about the 5th century BC and longer than around the 3rd century BC came together.
arb_f1870050ff20ce35e2e072c667e76563,القانون هو مجموعة من القواعد اللي بتقررها دولة معينة بغرض إنها تحافظ على السلام والأمن في المجتمع.,0,The law is a set of rules that a particular State determines for the purpose of maintaining peace and security in society.
arb_018483932dd786da2c13cbb9a47b8015,في معظم الدول الديمقراطية، بيحصل انتخاب السلطة التنفيذية من الأشخاص اللي في الهيئة التشريعية.,0,"In most democratic countries, the executive is elected by the people in the legislature."
arb_e042de905b91c6447cba1fc5a33edc57,حركات الإضراب في مترو أنفاق لندن بتحصل لكذا سبب، زي الصحة والسلامة وظروف الشغل ومستويات الأجور.,0,"Strike movements in the London subway get for this reason, health and safety uniforms, working conditions and wage levels."
arb_5bda24e6cca20ada14de72b1f3de6f49,الرجالة في العادي بتجيلهم نفس الأمراض زي الستات، لكن فيه بعض الأمراض الجنسية اللي بتيجي للرجالة بس، أو كتير.,0,"Men are usually represented by the same diseases as the sixs, but there are some sexual diseases that are intended for men, not for men, or too much."
arb_ab35e6f591c31ad6030c714a4dc17546,فيه اختلافات تانية أكتر بين الرجالة والستات، مش بس الاختلافات الجنسية.,0,"There are more differences between men and 60s, not sexual differences."
arb_939513714f93e451b6e4b515dc8d532a,"والكادر التدريبي يشرك لاعبين للاطمنان على جاهزيتهم او اعطاء الفرصة لهم
اعتبروها مباريات ودية واستعدادية وشخصياً اعتبرها اطلاقا مو مهمة ومنطيها اكبر من حجمها
احنه مانريد غير التاهل لكاس العالم فقط ",1,"And the training cadre involves the insurance players in their preparation or giving them a chance... they consider it friendly, prepared and personal... and they're absolutely important... and they're bigger than they are."
arb_ec32d782f27f6e7f5677634a9f53f0ab,"الـ DeepSeek الصيني يتعرض لمجموعة من الهجمات السيبرانية 
ما دام ناجح وعمل بخمس ايام اللي ما قدر غيره يعمله بـ 6 سنوات .. اكيد سيتم مهاجمته من المسطوحين والمكيودين طبيعي جدا",1,The Chinese DeepSeek has been subjected to a series of cyber attacks as long as it's successful and has worked for five days... what other people do for six years... will surely be attacked by the flatteners and the machinists.
arb_01e6fd4ff0d5d8dac86388ec24ae9410,اتفاق الشراكة الوطنية الذي تم توقيعه هو اتفاق سوري - سوري و انعكاس لسياسة أمريكية تركية جديدة *,1,The national partnership agreement signed is a Syrian-Syrian agreement and a reflection of a new Turkish American policy.
arb_b1ff1012f3d976fc1bcbef39ddffedc2,اتمنى الجهات المختصة تبحث في شأن كل من له بنات في الكومنتس و تتأكد من سلامتهم بين اهاليهم لان من الواضح انهم غير مثقفين ولا مؤهلين للتربية ولا الرعاية و خطر على ذويهم.,1,"I hope that the competent authorities will look into all those who have girls in the Comnets and make sure that they are safe among their families, because they are clearly uneducated, uneducated, uncareworthy and dangerous to their families."
arb_14d63e00203a9f7dd7b90aeed4c26694,نحنا الشعب السوري ضد العنف، ضد القمع، ضد التشبيح، ضد تكميم الأفواه… بس إذا كان يمارس علينا! أما إذا كان ع غيرنا؟,1,"We the Syrian people are against violence, against repression, against ghosts, against muzzling mouths... but if it's on us!"
arb_44ae9054be95a27a462c0d2dc714a611,العنف الأسري يوجد عند المسيحيين وليس عند المسلمين لانه لايوجد عندهم طلاق لذلك في بلدان المسيحية واليهودية يوجد هكذا قانون أو بما يسمى العنف الأسري,1,"Family violence exists among Christians, not Muslims, because they have no divorce, so in Christian and Jewish countries there is such a law or so-called domestic violence."
arb_6b8cb29c75011e8a8b58b960ad4231e1,ترامب: إذا اندمجت كندا مع الولايات المتحدة ستكون #آمنة تمامًا من تهديد السفن #الروسية و #الصينية التي تحيط بها باستمرار,1,"If Canada merges with the United States, it will be completely safe from the threat of Russian and Chinese ships that it constantly surrounds."
arb_d0d56fef366c763a4e5725690ed7c546,"مؤلم جدا ما يحدث لأشخاص من مجتمع الميم عين ويستحق هذا السلوك الرفض والتنديد الشديد.. 
",1,It's very painful what happens to people from the Mi-Ein community and this behavior deserves to be rejected and strongly denounced.
arb_c9b864c9569087e2c172c33c67efabcf,"الكيان الصهيوني كيان هش مهزوم وضعيف مصدر قوته الانظمة العربية العميلة. .
ولن تدوم له إلى الأبد ولا خيار له سوى الرحيل من على أرض فلسطين طوعا اوكرها .",1,"The Zionist entity is a fragile, defeated and weak entity of its power, the Arab proxy systems, and it will not last forever and has no choice but to leave the territory of Palestine voluntarily."
arb_386d23a5374d548d93dcf9f70f2c1d4e,"بدون فائدة في امريكا التظاهرات
اكبر واقوى الشعوب في امريكا البشرة السوداء واكثرهم عصابات ما گدرو للامريكا هسة 50 شخص متظاهر يگدر طبعا لا وبدون فائدة",1,No use in America... the greatest and most powerful people in America... black skin... and the most infrequent gangs of America... are 50 protestors... of course not.
arb_af98bb29faae50289e71e8475e2bd820, السيسي يقلب الطاولة على ترامب.. ومصر تفرض كلمتها على الجميع! ,1,Cisi turns the table on Trump... and Egypt imposes its word on everyone!
arb_b02097c8d92d4cc55fbbea3b0ef99bc3,خبر كاذب الله ياعنك انت تعلم من يقتل الاطفال وهم يلعبون ك حكايت هند رجب لماذا سكت على هذي الجريمة البشعة وتأتي بي بصورة مفبركة يا صهيوني,1,"God damn it, you know who kills kids playing like an Indian tale."
arb_8cea840cfd203dcb9bf1e867f49a0a14,ولابتقلو بيضه انتي وكيانك الساقط وانتي بالذات طلعتي بصفقه فاانطمي واخرسي وطيري,1,"And let not thee and thy fallen being white, and thou art the same, thou art thou with a deal, and thou art mine, and shut up, and fly."
arb_f1bbeff01dc3f3eeae9ec024ac6d33ef,ربنا ينتقم منكم يا محتلين يا اوغاد يا قتله الاطفال والنساء والشيوخ وحسبنا الله ونعم الوكيل فيكم,1,"Our Lord is vengeful of you, you vile bastards, you murderers of children, women, and old men, and we are God's count, and the grace of the Agent is in you."
arb_4c8939036977516b13c2864f2e2d68b5,انشاء الله ستلحقين بهم مرة ثانية ولن ترحمك هذه المرة حماس والمقاومة وستعودين بصفقة جديدة ولكن في ثابوت,1,God's creation will follow them again... and this time you will not be spared... by enthusiasm and resistance... and you will return with a new deal... but in Thabot.
arb_d8674d2050b77185fb707e454c4f9fb2,اول علامة الشفاء من سحر الماسونية هو أن تؤمن أن الأرض مسطحة,1,The first sign of recovery from Masonic magic is to believe that the earth is flat.
arb_4f30cbd89217e3ab8f6903db82fff563,نتجه لكتابة الدستور 15 في تاريخ سوريا وإسرائيل لديها دستور واحد لم يتغير!,1,We're going to write the 15th Constitution in the history of Syria and Israel with one Constitution that hasn't changed!
arb_63532eab5a9e30eee06fbf45e17c0b6f,المعمم المثير للجدل محمد علي الحسيني يؤكد بطريقة غير مباشرة أنه ماسوني، وأن الحركة الماسونية  العالمية هي من كانت تزوّده بالمعلومات التي يخرج ويُدلي بها إلى الإعلام. ,1,"The controversial generalist Mohamed Ali Al Husseini indirectly confirms that he is Masoni, and that it was the world &apos; s Mason movement that provided him with the information that he came forward and gave to the media."
arb_6fa3f6675cf9896940aa3dc922c7c666,"• المثلية الجنسية مش مرض، ومش ضد الطبيعة. هي توجه جنسي طبيعي موجود عبر التاريخ وبين كل الكائنات. والمصيبة؟ ""علاج المثلية"" هو وهم خطير وغير أخلاقي.",1,"• Homosexuality is not satisfactory, it is not against nature, it is a natural sexual orientation that exists throughout history and among all beings, and it is a serious and immoral illusion that is affected?"
arb_2fecd36f0fb803997afe67ce65822023,ادخال المساعدات لو كان هناك ذرة إنسانية في العالم من المفروض لا تدخل في مساومة الحركة لكن العالم ظالم والامة العربية خانعة خاضعة,1,"The introduction of aid, if there is a human atom in the world, is not supposed to compromise the movement, but the world is unjust and the Arab nation is subservient."
arb_c1eb7ba893b8345eee544ba16a567759,منذ توليه الرئاسة تقريبا تنتهي القضية الفلسطينية وفلسطين بأكملها,1,"Since his assumption of the presidency, the question of Palestine and Palestine as a whole has almost come to an end."
arb_b29489b39398ec366c0214b03ff22b55,رجل غزة القوى ههههههههه بص الامارات هتموت والمسيح الدجال يحكم غزه,1,The mighty man of Gaza... the eyes of the princess... shall die... and the Antichrist shall rule over Gaza.
arb_a1c43a971fb843885609b40f919ddc0f,"من نصبه رئيسا
وهل يمتلك ارضا
وهل ينقص فلسطين رجال حتى يولى عليهم هذا المعتوه",1,"Who is his boss, whether he owns a land, and if Palestine is short of men, so that this maniac may be given to them?"
arb_c9668689c01705520113f22f195f4233,مش فاهمة اللي مش غزازوة ليش قاعدين بيتدخلوا فينا ماتتلهوا ببلدانكو وتخرسوا وتخلوا عنا,1,"I don't understand who doesn't flirt, why don't they go inside, they die in your country, and they shut up, and they give up on us."
arb_df6b0c013e18d59dfa56b6ceccc24eb2,حركة فتح كلهم خون من مؤسسها ياسر عرفات ابو الشلاطيف لاصغر واحد فيهم,1,"The Fatah movement is all traitors from its founder, Yasser Arafat, the father of the Shelatif, to the youngest one among them."
arb_678a8635bc8c3ec162774236f6f7f48c,قناة الجزيرة تخدع مشاهديها لصالح ترويج انتصار حهاس..خطة ويتكوف تتضمن في اخر بند اطلاق جميع الاسرى في اليوم الاخير للهدنة..يعنى غزة تدمرت دون اي فائدة ختى ولو عدم اعادة احتلال غزة,1,"The Al Jazeera channel fools its viewers to promote the victory of Huss... the Whitkov plan, which includes the last line of release of all prisoners on the last day of the truce... means Gaza was destroyed for no good whatsoever, even if Gaza was not reoccupied."
arb_375eef85154daecb93054409d5d53813,أمريكا هي الشيطانة الكبرى لتمرير أطماعها عبر كـ..لبتها الصـ..هيونية وسياسة التجويع الممنهجة .,1,America is the biggest demon to pass her greed through her... hionism and systematic hunger policy.
arb_01a912619b56a23e24a1c4c9ef6bb4c8,اعتداءات وانتهاكات من قبل قوات الأمن التابعة لنظام أحمد الشرع الجولاني على أشخاص من مجتمع الميم عين ومن المتحولين جنسيّاً وذلك بسبب ميولهم الجنسية.,1,Assaults and violations by security forces of the Ahmet Al-Shara &apos; a Golani regime against persons of the Mim Ain community and transgender persons because of their sexual orientation.
arb_02e23f957647fdc716ebf244f9d2de41,السلوك الخاطئ مرفوض من كل الطوائف وهذه العقليه لاتبني وطن ولايمكن البناء عليها مستقبلا.. وفي النهايه العرب والاسلام عند الغرب بعير.. بكل طوائفنا...,1,"The wrong behavior is rejected by all sects, and this mentality does not build a homeland and cannot be built upon in the future... and at the end of the Arab and Islamic worlds at the west of Ba'ir... all of our communities..."
arb_2ed5c39579109a25468dac708b1de1b3,عميل الامارات الذي تريده هي وتريده اسرائيل,1,"The Agent of the Princesses she wants, and Israel wants him."
arb_420ef982c6b1f1a53ef5b8f27a5e0d72,"كل الفلاحين والصعايدة هتلاقيهم موافقين علي حوار الختان ده ..
لازم العقوبات تكون رادعة ف الاماكن دي لاي حد يختن بناته .",1,"All the peasants and the hunters will meet with them, agreeing to this conversation of circumcision, that punishment must be a deterrent, in places where no one else is circumcising his daughters."
arb_14aaa129647b4eb309c4a43eec890124,حرام كل دول اطفال هيتربوا مع أهالي مشوهه فكريا ومحتاجه تتعالج ,1,The inviolability of all the countries of the Hitrbo children with intellectually deformed and needy families is being treated.
arb_f719cd5a4255525d98225e9dbfa18a0a,كل الي مشجعين الختان دول عاوزين نحطهم في ليستة الاول محدش يجوزهم عشان بناته ميتأذوش ومحدش يعيش مع بهيم زيه وثانيا يتقبض عليهم,1,"All those who cheer up the circumcision are nations that we seek to put them down in the first tongue, which is not good enough for their daughters, who live with Baham in his costume, and who are caught in the second place."
arb_92b8f11fb815eec3cd5bbc8e57fc8613,احدى مرتزقات #البوليساريو، لكي لا تدفع ثمن مخالفة مرورية   بسبب  حزام السلامة، تهدد أفراد الشرطة بأنها تنتمي لعصابة صندلستان و سوف تنظم وقفة احتجاجية ههه ... ,1,"One of the mercenaries #polisarios, in order not to pay for a traffic ticket due to the safety belt, threatens the police that they belong to the Sandalistan gang and will organize a protest stop."
arb_bf2d57ee7af23364011240631e3b9dc0,تمت المصادقة على قانون تكميم الأفواه,1,The law on muzzling mouths has been approved.
arb_83eb98750ff550588aa5c33b110deca5,تكميم الافواه ام تشجيع للفساد والله سؤال مطروح، في ضل مطالبتنا بالمحاسبة للفاسدين ما نرى الا سياسة القمع والبلطجة,1,The camouflage of mouths or the encouragement of corruption... and God is a question... in the shadow of our demand for accountability... for the corrupt... what we see is a policy of repression and sluttyness.
arb_2a5c4d903600110d4620439b002722d8,الصحف الألمانية نشرت اليوم تحقيقا عن المنشورات التي نشرها أبواق فلول النظام البائد على أنها انتهاكات الحكومةالسورية، أكدت فيه أن أكثر تلك المنشورات مزيفة,1,"The German newspapers today published an inquiry into the publications published by the Buq al-Walf of the Outer System as violations of the Syrian Government, in which they confirmed that the most of those publications were false."
arb_7fa61bb0f26590a7b869e67d3e5765d0,اوقح جن.س بشري هو هذا النوع لو وجدته في حساب احذف المرض لانه سوف يعادي الجميع بالكذب و نشر الاخبار الزائفة مثله مثل قناة الجزيرة و من معاها لا مصداقية لهم الا عن طريق الاعلام الغربي اسيادهم الاحرار,1,"The most disgusting human Jin-s is this kind of thing if you find it in an account that eliminates the disease, because it's gonna make everyone lie and spread false news like that, like the Al Jazeera channel, and they have no credibility except through the Western media, their free masters."
arb_2ce463c19e3d4e0b277ac912b9035a8f,"عم تنحرق اعصابنا عالفاضي يعني؟
ولا شو
لأن ما بقا النا نفس ناكل و نشرب من الاخبار
لو يسكرو صفحة كل واحد بينشر اشاعات و طائفي و محرض",1,"And neither does Shaw, because what remains of us is the same as eating and drinking from the news, if they drink each one's page with rumors, cults, and incitement."
arb_c7d71ea3cc5a5063759135a748ce4112,"الحكومة بتتحمل المسؤولية، لا عم يتواصلو مع الشعب ولا عملو منصة رسمية نتابع منها الأخبار و القرارات، وسكرو القنوات التلفزيونية.
مجرد مهتمين بالسياسة الخارجية وتاركين الشعب يضرب أخماس بأسداس.",1,"The government takes responsibility, no uncle who communicates with the people, no official platform from which we follow the news, decisions, and the sugar of television channels."
arb_240ce34eddde5f105e60a129c6c8405d,كل اللى بيدافع عن الختان فى الكومنتات لازم ميعيشش وسط بشر ، لازم عقاب رادع ، ايه كمية الجهل و التخلف دى كلها ، الختان جريمة يا جماعة,1,"All those who defend female genital mutilation must live in the midst of humans... must be punished with a deterrent... the amount of ignorance and underdevelopment... all of it... and circumcision is a crime, people."
arb_9851e55780023a2d72ffb95b83190824,الجريمة أن وزارة الصحة تشارك في هذه الجريمة و هي منع ختان الإناث في المستشفيات مع حاجة بعض البنات للختان .,1,The crime that the Ministry of Health is involved in this crime is the prevention of female circumcision in hospitals with some girls needing female genital mutilation.
arb_04f778674ded378feaa96b7e6a28252f,عاوزين المجتمع يخرب اكتر ما هو خربان بفكركم المعادى للسنة والشريعة جاتكم القرف فى مناظركم,1,"The society is ruining the most of your anti-year thinking, and the law has brought you shit in your sights."
